Vente,VenteYear,marque,annee,modele,Price
Auburn Spring,2017,ferrari,,a/c parts,575
Auburn Spring,2017,ferrari,,458 parts assorted parts and hardware,2300
Auburn Spring,2017,ferrari,,458 gtd spare parts,7475
Auburn Spring,2017,porsche,2001,"""hurricane"" 996  turbo",129250
Auburn Spring,2017,porsche,,wheels,2300
Auburn Spring,2017,porsche,,bodywork,575
Auburn Spring,2017,porsche,,parts,1150
Auburn Spring,2017,porsche,2014,gt3,154000
Auburn Spring,2017,porsche,,parts,2300
Auburn Spring,2017,porsche,,gt3 suspension parts,4888
Auburn Spring,2017,porsche,,drive parts,2013
Auburn Spring,2017,porsche,,parts,1438
Auburn Spring,2017,porsche,,wheels,2588
Auburn Spring,2017,porsche,,parts and brakes,1725
Auburn Spring,2017,porsche,,bodywork and spare parts & road case,2300
Auburn Spring,2017,porsche,,fenders & fuel tank,2300
