Vente,VenteYear,marque,annee,modele,Price
The Florida Collector Car Auction,2006,porsche,1957,speedster replica 356,17334
The Florida Collector Car Auction,2006,ferrari,1986,mondial cabriolet,31565
The Florida Collector Car Auction,2006,alfa romeo,1991,spyder convertible,13696
The Florida Collector Car Auction,2006,porsche,1964,356 sc coupe,34240
The Florida Collector Car Auction,2006,mercedes benz,1963,220 se convertible,27500
The Florida Collector Car Auction,2006,mercedes benz,1988,560 sl roadster,19581
The Florida Collector Car Auction,2006,porsche,1963,356 super cabriolet,55640
The Florida Collector Car Auction,2006,bmw,1955,motorcycle,12305
The Florida Collector Car Auction,2006,bmw,1974,3.0 cs coupe,16585
The Florida Collector Car Auction,2006,mercedes benz,1992,300 sl roadster,18190
The Florida Collector Car Auction,2006,porsche,1988,928 2d,15248
The Florida Collector Car Auction,2006,ferrari,1994,challenger 348 ts convertible,41195
The Florida Collector Car Auction,2006,maserati,1967,ghibli 4.7,34775
The Florida Collector Car Auction,2006,mercedes benz,1970,250 c 2d,16050
The Florida Collector Car Auction,2006,mercedes benz,1969,280 sl roadster,40660
