Vente,VenteYear,marque,annee,modele,Price
Vintage Motor Cars in Arizona,2003,ferrari,,dealer sign,1265
Vintage Motor Cars in Arizona,2003,alfa romeo,2300,8c 2300,1725
Vintage Motor Cars in Arizona,2003,ferrari,,750 monza,2128
Vintage Motor Cars in Arizona,2003,alfa romeo,,p2,1840
Vintage Motor Cars in Arizona,2003,aston martin,1986,v 8 volante convertible,61600
Vintage Motor Cars in Arizona,2003,porsche,1964,904 carrera gts,253000
Vintage Motor Cars in Arizona,2003,mercedes benz,1969,280se cabriolet,30800
Vintage Motor Cars in Arizona,2003,porsche,1958,356 carrera gs/gt spdstr,165000
Vintage Motor Cars in Arizona,2003,ferrari,1961,250 gt swb sefac hot rod,1350000
Vintage Motor Cars in Arizona,2003,mercedes benz,1904,40/45 hp sport touring,770000
Vintage Motor Cars in Arizona,2003,porsche,1958,356 speedster,52800
Vintage Motor Cars in Arizona,2003,ferrari,1966,275 gtb/4,297000
