Vente,VenteYear,marque,annee,modele,Price
Monterey,2016,ferrari,1988,328 gts,99000
Monterey,2016,porsche,1977,911 turbo carrera,275000
Monterey,2016,aston martin,1982,v8 vantage  oscar india,357500
Monterey,2016,ferrari,1965,275 gtb by scaglietti,1732500
Monterey,2016,ferrari,1972,365 gtb/4 daytona berlinetta by scaglietti,742500
Monterey,2016,bmw,1939,328,550000
Monterey,2016,ferrari,1955,750 monza spider by scaglietti,5225000
Monterey,2016,mercedes benz,1954,300 sl gullwing,1045000
Monterey,2016,porsche,1956,356 a 1600 speedster by reutter,380000
Monterey,2016,aston martin,1966,db6,440000
Monterey,2016,bmw,1981,m1,577500
Monterey,2016,mercedes benz,2014,sls amg black series,462000
Monterey,2016,maserati,1970,indy,66000
Monterey,2016,maserati,1968,mexico 4.7 by vignale,99000
Monterey,2016,maserati,1975,khamsin by bertone,154000
Monterey,2016,maserati,1973,bora 4.9,126500
Monterey,2016,maserati,1968,ghibli 4.7 coupe by ghia,132000
Monterey,2016,maserati,1961,3500 gt coupe by touring,253000
Monterey,2016,maserati,1963,3500 gti coupe by touring,231000
Monterey,2016,maserati,1965,mistral 3.5 spyder by frua,412500
Monterey,2016,maserati,1971,quattroporte prototipo by frua,88000
Monterey,2016,maserati,2005,mc12,1430000
Monterey,2016,ferrari,1984,512 bbi,280500
Monterey,2016,ferrari,1967,330 gt 2+2 series ii by pininfarina,737000
Monterey,2016,maserati,1960,3500 gt spyder by vignale,850000
Monterey,2016,ferrari,1971,365 gtb/4 daytona berlinetta by scaglietti,770000
Monterey,2016,ferrari,1963,250 gt/l berlinetta lusso by scaglietti,2090000
Monterey,2016,mercedes benz,1952,"220 cabriolet a ""rose garden"" by hiro yamagata",187000
Monterey,2016,mercedes benz,1957,300 sl roadster,1320000
Monterey,2016,ferrari,1973,365 gts/4 daytona spider by scaglietti,2365000
Monterey,2016,ferrari,1956,250 gt berlinetta competizione  tour de france  by scaglietti,5720000
Monterey,2016,alfa romeo,1939,8c 2900b lungo spider by touring,19800000
Monterey,2016,ferrari,1990,f40,1265000
Monterey,2016,mercedes benz,1934,500 k cabriolet a by sindelfingen,1870000
Monterey,2016,ferrari,1965,500 superfast series i by pininfarina,2750000
Monterey,2016,ferrari,1969,365 gtc by pininfarina,682000
Monterey,2016,ferrari,1968,dino 206 gt by scaglietti,687500
Monterey,2016,porsche,2004,carrera gt,649000
Monterey,2016,ferrari,2005,575 superamerica,330000
