Vente,VenteYear,marque,annee,modele,Price
Auburn Fall,2013,bmw,1985,353i (m5),5225
Auburn Fall,2013,mercedes benz,1984,380sl,6820
Auburn Fall,2013,mercedes benz,1995,sl500,6050
Auburn Fall,2013,mercedes benz,1993,500sl roadster,10175
Auburn Fall,2013,bmw,1988,m6,14000
Auburn Fall,2013,mercedes benz,1966,230sl,32450
Auburn Fall,2013,mercedes benz,1990,420sel,9625
Auburn Fall,2013,bmw,2000,528i,9350
Auburn Fall,2013,alfa romeo,1991,spider veloce,14000
Auburn Fall,2013,porsche,1983,944,4070
Auburn Fall,2013,mercedes benz,1999,slk,8800
Auburn Fall,2013,mercedes benz,1992,500sl,7425
Auburn Fall,2013,bmw,1997,328i,4950
