Vente,VenteYear,marque,annee,modele,Price
Paris,2019,ferrari,,250 tool kit,15000
Paris,2019,ferrari,1996,formula stainless steel automatic chronograph wristwatch c. 1996,10200
Paris,2019,ferrari,2005,formula 1 helmet 2005,63000
Paris,2019,ferrari,,ff engine with stand,22800
Paris,2019,alfa romeo,1954,1900c super sprint coupe by touring,230000
Paris,2019,maserati,1965,mistral 3.7 coupe,100000
Paris,2019,mercedes benz,1989,560 sec amg 6.0  wide body,297500
Paris,2019,bmw,1994,alpina b12 5.7 coupe,207000
Paris,2019,ferrari,1988,412,66125
Paris,2019,maserati,1966,mistral 3.7 spyder,522500
Paris,2019,ferrari,1987,f40 lm,4842500
Paris,2019,porsche,1973,911 carrera rs 2.7 touring,511250
Paris,2019,alfa romeo,1953,1900 c coupe by pinin farina,365000
Paris,2019,bmw,1983,alpina b9 3.5,60375
Paris,2019,porsche,1992,928 gts,138000
Paris,2019,bmw,1994,850 csi,120750
Paris,2019,bmw,1987,m6,57500
Paris,2019,ferrari,2011,599 sa aperta,933125
Paris,2019,alfa romeo,1966,giulia sprint gta stradale by bertone,348125
Paris,2019,aston martin,2007,vanquish s,132250
Paris,2019,ferrari,2008,430 scuderia,184000
Paris,2019,ferrari,1999,550 maranello wsr,218500
Paris,2019,mercedes benz,1991,500 sl amg 6.0,44850
Paris,2019,ferrari,2006,superamerica,590000
Paris,2019,mercedes benz,1955,300 c sedan,47150
Paris,2019,alfa romeo,1973,gta 1300 junior stradale by bertone,263750
Paris,2019,mercedes benz,1956,300 sc coupe,449375
Paris,2019,aston martin,1983,tickford lagonda,80500
Paris,2019,ferrari,1966,275 gtb/6c alloy berlinetta by scaglietti,2860000
Paris,2019,porsche,1956,550 rs spyder by wendler,3042500
Paris,2019,porsche,2004,carrera gt,651875
Paris,2019,ferrari,1996,f50,1700000
Paris,2019,ferrari,1995,f355 spider,83375
Paris,2019,porsche,1962,356 b carrera 2 coupe by reutter,500000
Paris,2019,aston martin,1989,lagonda series 4,120750
Paris,2019,ferrari,1970,dino 246 gt by scaglietti,331250
Paris,2019,aston martin,1958,db2/4 mk iii,207000
Paris,2019,ferrari,2017,f12tdf,1197500
Paris,2019,bmw,1982,alpina b7 s turbo,138000
Paris,2019,mercedes benz,1969,300 sel 6.3 saloon,69000
Paris,2019,porsche,1967,911 s coupe,189750
Paris,2019,mercedes benz,1957,300 sl roadster,902188
Paris,2019,porsche,2015,918 spyder,1101875
Paris,2019,mercedes benz,2018,g 65 amg  final edition,280625
Paris,2019,ferrari,1960,250 gt coupe by pinin farina,635000
Paris,2019,mercedes benz,1994,e 500 limited,86250
Paris,2019,bmw,2000,alpina b12 6.0 langversion,48875
Paris,2019,mercedes benz,1980,450 slc 5.0,48875
Paris,2019,ferrari,1981,512 bb,269375
Paris,2019,mercedes benz,1994,e 500,57500
Paris,2019,bmw,1985,alpina b7 turbo coupe,97750
