Vente,VenteYear,marque,annee,modele,Price
Fort Lauderdale,2013,mercedes benz,1995,e320,1980
Fort Lauderdale,2013,mercedes benz,1984,380sl,4840
Fort Lauderdale,2013,mercedes benz,1992,500sl,13750
Fort Lauderdale,2013,mercedes benz,1976,280c,8250
Fort Lauderdale,2013,mercedes benz,1985,380sl,12650
Fort Lauderdale,2013,mercedes benz,1981,380sl,8910
Fort Lauderdale,2013,porsche,1999,,20000
Fort Lauderdale,2013,porsche,2001,boxster,10450
Fort Lauderdale,2013,mercedes benz,2005,sl500,25300
Fort Lauderdale,2013,bmw,1998,z3,10010
Fort Lauderdale,2013,porsche,1974,911 targa,20075
Fort Lauderdale,2013,mercedes benz,2002,cl500,16000
Fort Lauderdale,2013,porsche,1955,replica 356 speedster 1/2 scale,9900
Fort Lauderdale,2013,mercedes benz,1981,280ce,9350
Fort Lauderdale,2013,mercedes benz,2007,gl450,21000
Fort Lauderdale,2013,bmw,2002,330ci,14850
Fort Lauderdale,2013,porsche,1966,911,56100
Fort Lauderdale,2013,porsche,1980,911,33500
Fort Lauderdale,2013,mercedes benz,1988,560sl,17600
Fort Lauderdale,2013,porsche,1977,911s targa,29150
Fort Lauderdale,2013,ferrari,1983,308 gts qv,33000
Fort Lauderdale,2013,porsche,1989,911 carrera,37950
Fort Lauderdale,2013,mercedes benz,1963,230sl,49500
Fort Lauderdale,2013,maserati,2005,quattroporte,39600
