Vente,VenteYear,marque,annee,modele,Price
Arizona,2015,mercedes benz,1970,280 sl  pagoda,181500
Arizona,2015,mercedes benz,1957,300 sl roadster,1210000
Arizona,2015,ferrari,1966,275 gtb by scaglietti,2750000
Arizona,2015,mercedes benz,1961,190 sl roadster,187000
Arizona,2015,ferrari,1979,512 bb,335500
Arizona,2015,porsche,1960,356 b 1600 s roadster by drauz,247500
Arizona,2015,porsche,1988,959  komfort,1045000
Arizona,2015,ferrari,1990,f40,1265000
Arizona,2015,porsche,1989,911 speedster,198000
Arizona,2015,ferrari,1962,250 gt cabriolet series ii by pininfarina,1705000
Arizona,2015,ferrari,1966,330 gt 2+2 by pininfarina,363000
Arizona,2015,mercedes benz,2009,slr mclaren 722s roadster  mclaren edition,550000
Arizona,2015,porsche,1964,356 c 1600 sc  sunroof  coupe by reutter,159500
Arizona,2015,porsche,1965,904 carrera gts,1650000
Arizona,2015,alfa romeo,1963,2600 spider by touring,115500
Arizona,2015,mercedes benz,1956,190 sl roadster,302500
Arizona,2015,ferrari,1966,275 gts by pininfarina,2365000
Arizona,2015,ferrari,1971,365 gtb/4 daytona berlinetta by scaglietti,715000
Arizona,2015,ferrari,1988,testarossa,159500
Arizona,2015,ferrari,1984,288 gto,2750000
Arizona,2015,aston martin,1969,db6,275000
Arizona,2015,porsche,1994,911 rs america,104500
Arizona,2015,porsche,1965,911 coupe,297000
Arizona,2015,aston martin,1982,v8 vantage ‘oscar india’,132000
Arizona,2015,ferrari,1974,365 gt4 bb by scaglietti,511500
Arizona,2015,mercedes benz,1970,280 sl  pagoda,121000
Arizona,2015,porsche,1969,911 t coupe by karmann,121000
Arizona,2015,aston martin,2003,db7 zagato,330000
Arizona,2015,aston martin,2003,db ar1 by zagato,214500
Arizona,2015,aston martin,1967,db6 vantage,687500
Arizona,2015,porsche,1969,911 s  soft window  targa,286000
Arizona,2015,maserati,1961,3500 gt spyder by vignale,1347500
Arizona,2015,ferrari,1972,365 gtc/4 by pininfarina,324500
Arizona,2015,ferrari,1974,dino 246 gts by scaglietti,385000
Arizona,2015,mercedes benz,1971,280 se 3.5 cabriolet,473000
Arizona,2015,ferrari,1973,365 gtb/4 daytona spider by scaglietti,3300000
Arizona,2015,mercedes benz,1955,300 sl gullwing,1485000
Arizona,2015,aston martin,1958,db2/4 mk iii,385000
Arizona,2015,ferrari,1967,275 gtb/4 by scaglietti,3657500
Arizona,2015,mercedes benz,1962,190 sl roadster,181500
Arizona,2015,ferrari,1965,330 gt 2+2 by pininfarina,412500
Arizona,2015,ferrari,1964,250 lm by scaglietti,9625000
Arizona,2015,ferrari,2005,575 superamerica,517000
Arizona,2015,ferrari,2005,fxx evoluzione,1622500
Arizona,2015,porsche,1976,911 turbo,143000
Arizona,2015,porsche,1955,356 pre a  emory special  coupe,258500
