Vente,VenteYear,marque,annee,modele,Price
Villa Erba,2013,maserati,2009,touring bellagio fastback by touring superleggera,117600
Villa Erba,2013,ferrari,1962,250 gte 2+2 coupe by pininfarina,235200
Villa Erba,2013,porsche,1955,356 pre a 1500 speedster by reutter,190400
Villa Erba,2013,ferrari,1965,275 gtb by scaglietti,1120000
Villa Erba,2013,mercedes benz,1962,300sl roadster,1114400
Villa Erba,2013,ferrari,1968,365 gtc by pininfarina,588000
Villa Erba,2013,ferrari,1973,365 gtb/4 daytona berlinetta by scaglietti,380800
Villa Erba,2013,ferrari,1985,288 gto by scaglietti,963200
Villa Erba,2013,ferrari,2004,enzo,1069600
Villa Erba,2013,ferrari,1962,400 superamerica swb coupe aerodinamico by pininfarina,2184000
Villa Erba,2013,ferrari,1965,275 gts by pininfarina,795200
Villa Erba,2013,ferrari,1997,f50,560000
Villa Erba,2013,ferrari,1989,f40,470400
Villa Erba,2013,ferrari,1953,340/375 mm berlinetta  competizione  by pinin farina,9856000
Villa Erba,2013,ferrari,2010,599xx,918400
Villa Erba,2013,ferrari,1966,330 gtc by pininfarina,448000
Villa Erba,2013,ferrari,1964,250 gt lusso berlinetta by scaglietti,974400
Villa Erba,2013,ferrari,1961,250 gt series ii cabriolet by pininfarina,834400
Villa Erba,2013,ferrari,2001,550 barchetta by pininfarina,151200
