Vente,VenteYear,marque,annee,modele,Price
Monterey,2014,mercedes benz,1957,190 sl roadster,341000
Monterey,2014,porsche,1961,356 b 1600 cabriolet by reutter,176000
Monterey,2014,alfa romeo,1963,2600 spider by touring,110000
Monterey,2014,ferrari,1981,512 bb,473000
Monterey,2014,ferrari,1963,250 gte 2+2 series iii by pininfarina,473000
Monterey,2014,mercedes benz,1955,300 sl gullwing,2530000
Monterey,2014,ferrari,1989,testarossa by pininfarina,242000
Monterey,2014,mercedes benz,1936,540 k special cabriolet by sindelfingen,1540000
Monterey,2014,ferrari,1968,330 gtc by pininfarina,825000
Monterey,2014,ferrari,1964,250 gt/l  lusso  berlinetta by scaglietti,1980000
Monterey,2014,aston martin,1960,db4gt,2090000
Monterey,2014,mercedes benz,1962,300 sl roadster,1127500
Monterey,2014,mercedes benz,1957,220 s cabriolet,187000
Monterey,2014,porsche,1955,356 pre a 1500 continental cabriolet by reutter,330000
Monterey,2014,porsche,1972,911 s 2.4 targa,242000
Monterey,2014,mercedes benz,1971,280 se 3.5 cabriolet,429000
Monterey,2014,aston martin,1964,db5,880000
Monterey,2014,maserati,1959,3500 gt spyder prototype by vignale,1072500
Monterey,2014,ferrari,1973,dino 246 gts,440000
Monterey,2014,aston martin,1967,db6,412500
Monterey,2014,ferrari,1973,365 gtb/4 daytona berlinetta by scaglietti,962500
Monterey,2014,aston martin,1962,db4,423500
Monterey,2014,ferrari,1964,250 lm by scaglietti,11550000
Monterey,2014,ferrari,1966,330 gt 2+2 series ii by pininfarina,302500
Monterey,2014,aston martin,2003,db ar1 by zagato,269500
Monterey,2014,ferrari,1986,328 gts,104500
Monterey,2014,ferrari,2001,550 barchetta by pininfarina,242000
Monterey,2014,ferrari,2005,575 superamerica by pininfarina,330000
Monterey,2014,mercedes benz,1960,190 sl roadster,143000
Monterey,2014,alfa romeo,1968,giulia gta 1300 junior stradale by bertone,220000
Monterey,2014,ferrari,1993,512 tr,187000
Monterey,2014,ferrari,2003,enzo,1925000
Monterey,2014,aston martin,1965,db5,1650000
Monterey,2014,ferrari,1969,365 gtb/4 daytona berlinetta by scaglietti,775500
Monterey,2014,maserati,1962,3500 gt spyder by vignale,764500
Monterey,2014,ferrari,1963,250 gt/l  lusso  berlinetta by scaglietti,2117500
Monterey,2014,ferrari,1963,400 sa lwb coupe aerodinamico series ii by pininfarina,2915000
Monterey,2014,ferrari,1967,275 gtb/4 by scaglietti,10175000
Monterey,2014,aston martin,1963,db4 convertible,880000
Monterey,2014,porsche,1965,911 2.0 coupe,308000
Monterey,2014,ferrari,1997,f310 b,825000
Monterey,2014,ferrari,1953,250 europa coupe by pinin farina,2750000
Monterey,2014,ferrari,1966,275 gts by pininfarina,1760000
Monterey,2014,mercedes benz,1961,300 sl roadster,1375000
Monterey,2014,ferrari,1967,275 gtb/4 by scaglietti,3750000
Monterey,2014,ferrari,1967,330 gtc by pininfarina,1023000
Monterey,2014,maserati,1961,3500 gt coupe  speciale  by frua,660000
Monterey,2014,ferrari,1966,275 gtb alloy by scaglietti,3382500
Monterey,2014,mercedes benz,1957,300 sl roadster,1182500
Monterey,2014,ferrari,1964,275 gtb/c speciale by scaglietti,26400000
Monterey,2014,alfa romeo,1954,1900c super sprint coupe by ghia,330000
Monterey,2014,ferrari,1966,330 gt 2+2 series ii by pininfarina,341000
Monterey,2014,ferrari,1973,365 gtb/4 daytona berlinetta by scaglietti,880000
Monterey,2014,ferrari,2000,f1 2000,1804000
Monterey,2014,ferrari,1961,250 gt n.a.r.t. spider by fantuzzi,1017500
Monterey,2014,porsche,1958,356 a 1600 speedster by reutter,440000
Monterey,2014,ferrari,2006,fxx evoluzione,1485000
Monterey,2014,mercedes benz,1934,500 k tourer by mayfair,825000
Monterey,2014,porsche,1989,911 carrera speedster,308000
Monterey,2014,alfa romeo,1961,giulietta by bertone,165000
Monterey,2014,mercedes benz,1968,280 sl roadster,264000
Monterey,2014,ferrari,1972,365 gt4 2+2 prototipo by pininfarina,299750
