Vente,VenteYear,marque,annee,modele,Price
Vintage Motor Cars at Amelia Island,2006,porsche,1956,550 spyder recreation,25300
Vintage Motor Cars at Amelia Island,2006,alfa romeo,1974,spyder,9900
Vintage Motor Cars at Amelia Island,2006,porsche,1958,356a 1600s speedster,121000
Vintage Motor Cars at Amelia Island,2006,mercedes benz,1961,300sl roadster,290000
Vintage Motor Cars at Amelia Island,2006,ferrari,1960,250 gt swb alloy berlinetta comp,2750000
Vintage Motor Cars at Amelia Island,2006,mercedes benz,1958,220s cabriolet,85800
Vintage Motor Cars at Amelia Island,2006,porsche,1956,356 a speedster,146300
Vintage Motor Cars at Amelia Island,2006,mercedes benz,1955,300sb coupe,134200
Vintage Motor Cars at Amelia Island,2006,mercedes benz,1971,6.3 300 sel sedan,16500
Vintage Motor Cars at Amelia Island,2006,aston martin,1966,db6 vantage coupe,99000
Vintage Motor Cars at Amelia Island,2006,porsche,1988,"959 ""komfort"" coupe",286000
Vintage Motor Cars at Amelia Island,2006,porsche,1957,356a 1600 cabriolet,70400
Vintage Motor Cars at Amelia Island,2006,ferrari,1973,365gtb/4 daytona coupe,192500
Vintage Motor Cars at Amelia Island,2006,mercedes benz,1953,300 d cabriolet,110000
Vintage Motor Cars at Amelia Island,2006,mercedes benz,1957,300sl roadster,264000
Vintage Motor Cars at Amelia Island,2006,porsche,1958,"356 coupe   ""the green hornet""",145750
Vintage Motor Cars at Amelia Island,2006,mercedes benz,1953,300s cabriolet,225000
Vintage Motor Cars at Amelia Island,2006,porsche,1963,356b coupe,38500
Vintage Motor Cars at Amelia Island,2006,porsche,1964,356c coupe,53900
Vintage Motor Cars at Amelia Island,2006,ferrari,1980,308 gtsi 2d,50600
Vintage Motor Cars at Amelia Island,2006,mercedes benz,1960,220se cabriolet,66000
