Vente,VenteYear,marque,annee,modele,Price
Vintage Motor Cars at Amelia Island,2007,alfa romeo,1963,2600 sprint,25850
Vintage Motor Cars at Amelia Island,2007,mercedes benz,1961,"300d ""adenauer""",18700
Vintage Motor Cars at Amelia Island,2007,ferrari,1966,330gt 2+2,110000
Vintage Motor Cars at Amelia Island,2007,mercedes benz,1968,250sl roadster,34100
Vintage Motor Cars at Amelia Island,2007,aston martin,1952,db2 coupe,56100
Vintage Motor Cars at Amelia Island,2007,porsche,1960,356b 1600 super roadster,88000
Vintage Motor Cars at Amelia Island,2007,ferrari,1972,365 gts/4 michelotti nart spyder,385000
Vintage Motor Cars at Amelia Island,2007,ferrari,1973,365 gtb/4 a daytona spyder conversion,264000
Vintage Motor Cars at Amelia Island,2007,mercedes benz,1957,220s cabriolet,85000
Vintage Motor Cars at Amelia Island,2007,mercedes benz,1971,280 se 3.5 cabriolet,121000
Vintage Motor Cars at Amelia Island,2007,ferrari,1974,365 gt4/bb,176000
Vintage Motor Cars at Amelia Island,2007,mercedes benz,1956,300sc coupe,187000
Vintage Motor Cars at Amelia Island,2007,porsche,1981,"935/78 ""moby dick"" race car",440000
Vintage Motor Cars at Amelia Island,2007,ferrari,1994,348 gt michelotto competizione,83600
Vintage Motor Cars at Amelia Island,2007,ferrari,1971,365 gtb/4 daytona spyder conversion,198000
Vintage Motor Cars at Amelia Island,2007,ferrari,1994,348 gts challenge,59400
Vintage Motor Cars at Amelia Island,2007,porsche,1955,356 special coupe,159500
Vintage Motor Cars at Amelia Island,2007,porsche,1965,356c cabriolet,68750
