Vente,VenteYear,marque,annee,modele,Price
Vintage Motor Cars in Arizona,2006,porsche,1972,911s targa,30800
Vintage Motor Cars in Arizona,2006,ferrari,1964,330 gt 2+2 coupe,77000
Vintage Motor Cars in Arizona,2006,porsche,1963,356b super cabriolet,74800
Vintage Motor Cars in Arizona,2006,bmw,1965,3200 cs coupe,88000
Vintage Motor Cars in Arizona,2006,ferrari,1961,250 gt series ii cabriolet,231000
Vintage Motor Cars in Arizona,2006,porsche,1955,356 pre a speedster,110000
Vintage Motor Cars in Arizona,2006,mercedes benz,1960,220se cabriolet,203500
Vintage Motor Cars in Arizona,2006,mercedes benz,1960,220se coupe,121000
Vintage Motor Cars in Arizona,2006,maserati,1971,4.7 liter ghibli spyder conversion,77000
Vintage Motor Cars in Arizona,2006,ferrari,1967,330 gts,357500
Vintage Motor Cars in Arizona,2006,porsche,1963,356b coupe,33000
Vintage Motor Cars in Arizona,2006,ferrari,1966,275 gts,242000
Vintage Motor Cars in Arizona,2006,aston martin,1965,db5 coupe,267300
Vintage Motor Cars in Arizona,2006,ferrari,1967,275 gtb/4,616000
Vintage Motor Cars in Arizona,2006,aston martin,1965,db5 coupe,2090000
Vintage Motor Cars in Arizona,2006,ferrari,1967,275 gtb/4 nart conversion spyder,776000
Vintage Motor Cars in Arizona,2006,ferrari,1967,212 e montagna,1650000
Vintage Motor Cars in Arizona,2006,aston martin,1965,db6 short chassis volante,445500
Vintage Motor Cars in Arizona,2006,ferrari,1967,275 gtb/4 berlinetta,742500
Vintage Motor Cars in Arizona,2006,maserati,1955,300 s sports racing car,1925000
Vintage Motor Cars in Arizona,2006,mercedes benz,1955,300sb coupe,170500
Vintage Motor Cars in Arizona,2006,ferrari,1952,212 barchetta,429000
Vintage Motor Cars in Arizona,2006,mercedes benz,1970,600 lwb landaulet,330000
Vintage Motor Cars in Arizona,2006,ferrari,1974,308 gt4 club race car,24200
Vintage Motor Cars in Arizona,2006,mercedes benz,1961,190sl roadster,46200
Vintage Motor Cars in Arizona,2006,mercedes benz,1971,280se 3.5 cabriolet,154000
Vintage Motor Cars in Arizona,2006,alfa romeo,1969,duetto spyder,28600
Vintage Motor Cars in Arizona,2006,porsche,1969,912 soft window targa,28600
