Vente,VenteYear,marque,annee,modele,Price
Toronto International Spring Classic Car Auction,2007,mercedes benz,1936,540k replica convertible,11880
Toronto International Spring Classic Car Auction,2007,mercedes benz,1983,380 sl convertible / 2 door,6696
Toronto International Spring Classic Car Auction,2007,mercedes benz,1991,sl500 convertible,19656
Toronto International Spring Classic Car Auction,2007,alfa romeo,1991,164l 4d,4050
Toronto International Spring Classic Car Auction,2007,porsche,1990,carrera cabriolet convertible,37368
Toronto International Spring Classic Car Auction,2007,mercedes benz,1995,"sl600 ""v 12"" convertible",48600
Toronto International Spring Classic Car Auction,2007,porsche,1989,930 turbo targa,65340
Toronto International Spring Classic Car Auction,2007,mercedes benz,1995,e320 cabriolet convertible,12960
Toronto International Spring Classic Car Auction,2007,mercedes benz,1987,"560sl ""roadster""",39690
Toronto International Spring Classic Car Auction,2007,mercedes benz,1993,600 sl convertible,17820
