Vente,VenteYear,marque,annee,modele,Price
Auburn Spring,2014,bmw,1983,633 csi,4400
Auburn Spring,2014,mercedes benz,1990,300te,1000
Auburn Spring,2014,mercedes benz,2003,clk320,11000
Auburn Spring,2014,porsche,1974,911s,12100
Auburn Spring,2014,porsche,1986,928s,7810
Auburn Spring,2014,mercedes benz,1976,300d,5280
Auburn Spring,2014,bmw,1997,328i,3410
Auburn Spring,2014,mercedes benz,1966,230sl,28600
Auburn Spring,2014,porsche,1968,speedster 356 replica,20900
Auburn Spring,2014,porsche,1990,911 carrera 4,24750
Auburn Spring,2014,porsche,1983,911 sc,24200
Auburn Spring,2014,ferrari,1978,308 gtb,46750
Auburn Spring,2014,mercedes benz,1962,220 seb,61600
Auburn Spring,2014,ferrari,1982,308 gtsi,47300
Auburn Spring,2014,mercedes benz,1967,230sl,50000
