Vente,VenteYear,marque,annee,modele,Price
Amelia Island,2012,alfa romeo,1942,6c 2500 sport cabriolet by carrozzeria touring,275000
Amelia Island,2012,ferrari,,250 gto bronze sculpture,23000
Amelia Island,2012,porsche,1963,356b 1600s cabriolet,132000
Amelia Island,2012,ferrari,1973,dino 246 gts “chairs and flares”,363000
Amelia Island,2012,alfa romeo,1963,2600 spider by carrozzeria touring,60500
Amelia Island,2012,porsche,1955,356 pre a coupe,129250
Amelia Island,2012,ferrari,1983,512bbi,112750
Amelia Island,2012,mercedes benz,2006,slr mclaren coupe,220000
Amelia Island,2012,ferrari,1956,250 gt coupe speciale by pinin farina,1430000
Amelia Island,2012,porsche,1956,356a carrera gs coupe,288750
Amelia Island,2012,ferrari,1991,testarossa,77000
Amelia Island,2012,ferrari,1961,250 gt series ii cabriolet by pinin farina,770000
Amelia Island,2012,mercedes benz,1960,300sl roadster,990000
Amelia Island,2012,porsche,2005,carrera gt,385000
Amelia Island,2012,aston martin,1965,db5 vantage convertible,1210000
Amelia Island,2012,porsche,1960,356b 1600 t5 super 90 roadster,242000
Amelia Island,2012,ferrari,1972,365 gtb/4 daytona spyder,1210000
Amelia Island,2012,ferrari,1967,275 gtb/4 berlinetta,1100000
Amelia Island,2012,ferrari,1973,365 gtb/4 daytona coupe,376750
Amelia Island,2012,mercedes benz,1971,280se 3.5 cabriolet,148500
