Vente,VenteYear,marque,annee,modele,Price
Automobiles of Amelia Island,2008,alfa romeo,,,2760
Automobiles of Amelia Island,2008,bmw,1971,2002,22000
Automobiles of Amelia Island,2008,bmw,1958,600,39600
Automobiles of Amelia Island,2008,ferrari,1984,mondial quattrovalvole cabriolet 2+2,29700
Automobiles of Amelia Island,2008,bmw,2005,r 1100 s boxercup replica,12100
Automobiles of Amelia Island,2008,porsche,1988,930s turbo,80300
Automobiles of Amelia Island,2008,porsche,1979,930 turbo,40700
Automobiles of Amelia Island,2008,mercedes benz,1966,250 se cabriolet,46750
Automobiles of Amelia Island,2008,porsche,1958,356a speedster,143000
Automobiles of Amelia Island,2008,mercedes benz,1961,190 sl roadster,46750
Automobiles of Amelia Island,2008,ferrari,1967,330 gt 2+2 series ii,107250
Automobiles of Amelia Island,2008,porsche,1956,356a 1600s speedster,220000
Automobiles of Amelia Island,2008,porsche,1963,356b 1600s cabriolet,99000
Automobiles of Amelia Island,2008,bmw,1957,isetta 300 and trailer,34100
Automobiles of Amelia Island,2008,ferrari,1972,dino 246 gt spyder conversion,156750
