Vente,VenteYear,marque,annee,modele,Price
Vintage Motor Cars in Arizona,2007,mercedes benz,1962,190sl roadster,44000
Vintage Motor Cars in Arizona,2007,porsche,1968,912 soft window targa,27500
Vintage Motor Cars in Arizona,2007,porsche,1957,356a 1600s speedster,99000
Vintage Motor Cars in Arizona,2007,ferrari,1957,250 boano lwb berlinetta,726000
Vintage Motor Cars in Arizona,2007,mercedes benz,1936,540k special cabriolet,1028500
Vintage Motor Cars in Arizona,2007,ferrari,1967,330 gt 2+2 series ii,104500
Vintage Motor Cars in Arizona,2007,porsche,1961,rs 61 sports racing spyder,880000
Vintage Motor Cars in Arizona,2007,bmw,1957,503 convertible,165000
Vintage Motor Cars in Arizona,2007,ferrari,1969,365 gt 2+2,74250
Vintage Motor Cars in Arizona,2007,aston martin,1963,db4 gt,1265000
Vintage Motor Cars in Arizona,2007,mercedes benz,1956,300sl gullwing,451000
Vintage Motor Cars in Arizona,2007,aston martin,1967,db6 volante,220000
Vintage Motor Cars in Arizona,2007,ferrari,1972,246 gt dino,137500
