Vente,VenteYear,marque,annee,modele,Price
Automobiles of London,2007,mercedes benz,1966,230 sl,66000
Automobiles of London,2007,mercedes benz,1961,300 sl roadster,264000
Automobiles of London,2007,porsche,1960,356b 1600 s cabriolet,49500
Automobiles of London,2007,mercedes benz,1960,300d cabriolet,77000
Automobiles of London,2007,mercedes benz,1937,540k cabriolet a,660000
Automobiles of London,2007,mercedes benz,1937,540k special roadster,3905000
Automobiles of London,2007,bmw,1957,507,423500
Automobiles of London,2007,ferrari,1954,250 gt europa,374000
Automobiles of London,2007,mercedes benz,1935,500k special cabriolet,687500
Automobiles of London,2007,mercedes benz,1957,300 sc roadster,154000
Automobiles of London,2007,mercedes benz,1955,300 sl coupe,308000
Automobiles of London,2007,mercedes benz,1928,ssk roadster,1210000
Automobiles of London,2007,mercedes benz,1929,ss sports tourer,572000
Automobiles of London,2007,mercedes benz,1931,type sskl replica,1045000
Automobiles of London,2007,ferrari,1967,275 gtb/4,561000
Automobiles of London,2007,porsche,1956,356 ‘pan americana’,49500
Automobiles of London,2007,ferrari,1968,330 gtc coupe,104500
Automobiles of London,2007,porsche,1954,356 1300s cabriolet,60500
Automobiles of London,2007,ferrari,1959,250 gt coupe,154000
Automobiles of London,2007,porsche,1961,356b 1600 super 90,22000
Automobiles of London,2007,ferrari,1966,330 gt 2+2,71500
Automobiles of London,2007,ferrari,1962,250 gte,121000
Automobiles of London,2007,maserati,1956,a6g/2000 coupe,231000
Automobiles of London,2007,ferrari,1963,330 america,148500
Automobiles of London,2007,maserati,1948,a6 1500 gt berlinetta,176000
Automobiles of London,2007,ferrari,1953,212 inter coupe,264000
Automobiles of London,2007,ferrari,1960,"250 gt ""nembo"" spyder",660000
Automobiles of London,2007,ferrari,1985,288 gto,225500
Automobiles of London,2007,ferrari,1984,512 bb coupe,55000
Automobiles of London,2007,ferrari,1971,365 gtb/4 daytona berlinetta,137500
Automobiles of London,2007,ferrari,1986,f1/86 turbo,176000
Automobiles of London,2007,aston martin,1964,db5,220000
