Vente,VenteYear,marque,annee,modele,Price
Collector Cars of Fort Lauderdale,2008,mercedes benz,1979,450sl roadster,12100
Collector Cars of Fort Lauderdale,2008,porsche,1986,coupe,33000
Collector Cars of Fort Lauderdale,2008,ferrari,1990,mondial  t 2d,36300
Collector Cars of Fort Lauderdale,2008,mercedes benz,1986,560sl roadster,15125
Collector Cars of Fort Lauderdale,2008,mercedes benz,1970,280sl roadster,48400
Collector Cars of Fort Lauderdale,2008,porsche,1963,356b t6 coupe,60500
Collector Cars of Fort Lauderdale,2008,ferrari,1986,mondial 3.2 cabriolet,25300
Collector Cars of Fort Lauderdale,2008,mercedes benz,1998,cl 500 2d,20625
Collector Cars of Fort Lauderdale,2008,ferrari,1988,testa rossa,63250
Collector Cars of Fort Lauderdale,2008,ferrari,1973,365 gtc/4,134200
