Vente,VenteYear,marque,annee,modele,Price
London,2014,porsche,1974,911 carrera 2.7 mfi coupe,134400
London,2014,alfa romeo,1958,giulietta spider veloce by pinin farina,61600
London,2014,ferrari,1972,365 gtc/4 by pininfarina,190400
London,2014,mercedes benz,1952,300 s cabriolet,291200
London,2014,bmw,1959,503 cabriolet series ii,196000
London,2014,mercedes benz,1970,280 sl  pagoda,89600
London,2014,ferrari,1970,365 gtb/4 daytona berlinetta by scaglietti,543200
London,2014,alfa romeo,1965,giulia sprint gta by bertone,123200
London,2014,mercedes benz,1958,300 sl roadster,616000
London,2014,ferrari,1972,dino 246 gt,201600
London,2014,bmw,1937,319,140000
London,2014,ferrari,1967,330 gt 2+2 by pininfarina,190400
London,2014,porsche,1993,911 rs america,64400
London,2014,ferrari,1974,365 gt/4 bb,212800
London,2014,ferrari,2003,enzo,952000
London,2014,ferrari,1989,328 gts,156800
London,2014,ferrari,1990,348 tb by pininfarina,75600
London,2014,aston martin,1954,db2/4,123200
London,2014,ferrari,1964,330 america 2+2 by pininfarina,224000
London,2014,ferrari,1989,f40,761600
London,2014,maserati,1963,3500 gti coupe by touring,145600
London,2014,alfa romeo,1956,giulietta sprint veloce alleggerita by bertone,196000
London,2014,ferrari,1956,250 gt berlinetta competizione  tour de france  by scaglietti,4872000
London,2014,ferrari,1961,250 gte 2+2 series i by pininfarina,296800
London,2014,ferrari,1966,275 gtb alloy by scaglietti,1960000
London,2014,ferrari,1968,330 gtc by pininfarina,392000
London,2014,ferrari,1972,365 gtb/4 daytona berlinetta by scaglietti,470400
London,2014,ferrari,1977,512 bb,128800
London,2014,ferrari,1982,400i automatic,36400
London,2014,ferrari,1984,512 bbi,190400
London,2014,ferrari,1986,testarossa,103600
London,2014,ferrari,1992,512 tr,145600
London,2014,ferrari,1993,mondial t coupe  valeo,30800
London,2014,ferrari,1995,456 gt,78400
London,2014,mercedes benz,1958,220 s cabriolet,72800
London,2014,ferrari,1967,330 gt 2+2 by pininfarina,212800
London,2014,aston martin,1952,db2 vantage drophead coupe,218400
London,2014,mercedes benz,1960,300 d cabriolet d conversion,84000
