Vente,VenteYear,marque,annee,modele,Price
Fort Lauderdale,2012,mercedes benz,1998,sl500,21600
Fort Lauderdale,2012,porsche,1957,356 replica kit car,18975
Fort Lauderdale,2012,alfa romeo,2002,166 autodelta,17050
Fort Lauderdale,2012,bmw,2000,740i,6875
Fort Lauderdale,2012,bmw,1968,r69s,17000
Fort Lauderdale,2012,porsche,1985,slantnose cabriolet,23100
Fort Lauderdale,2012,porsche,1982,911 turbo coupe,29150
Fort Lauderdale,2012,porsche,1965,356c,38500
Fort Lauderdale,2012,ferrari,2001,360 f1 spider,70400
Fort Lauderdale,2012,mercedes benz,1987,420sel,18425
Fort Lauderdale,2012,alfa romeo,1988,spider,7260
Fort Lauderdale,2012,ferrari,1997,f355 spider,51150
Fort Lauderdale,2012,mercedes benz,1979,450sl,8000
Fort Lauderdale,2012,porsche,2004,911 turbo,41250
Fort Lauderdale,2012,mercedes benz,2002,sl500,17600
