Vente,VenteYear,marque,annee,modele,Price
Automobiles of Arizona,2010,aston martin,1991,virage,41800
Automobiles of Arizona,2010,aston martin,1958,db mark iii drop head coupe,330000
Automobiles of Arizona,2010,aston martin,1958,db mark iii saloon,275000
Automobiles of Arizona,2010,aston martin,1962,db4 racing car,275000
Automobiles of Arizona,2010,aston martin,1959,dbd mk iiib saloon,165000
Automobiles of Arizona,2010,aston martin,1963,db4 gt,1001000
Automobiles of Arizona,2010,aston martin,1965,db5,429000
Automobiles of Arizona,2010,aston martin,1961,"db4 ""gt zagato"" replica vintage racing car",192500
Automobiles of Arizona,2010,aston martin,1931,1 1/2 litre international 2/4 seater,154000
Automobiles of Arizona,2010,aston martin,1966,db6 vantage,319000
Automobiles of Arizona,2010,mercedes benz,1970,280 se cabriolet,74250
Automobiles of Arizona,2010,porsche,1964,356c coupe,46750
Automobiles of Arizona,2010,mercedes benz,1962,190sl roadster,93500
Automobiles of Arizona,2010,porsche,1971,"911 ""r/t"" conversion coupe",93500
Automobiles of Arizona,2010,ferrari,1967,330 gt 2+2,79750
Automobiles of Arizona,2010,porsche,1957,speedster,115500
Automobiles of Arizona,2010,ferrari,1991,testarossa,74250
Automobiles of Arizona,2010,ferrari,1971,365 gtb/4 daytona,264000
Automobiles of Arizona,2010,porsche,1958,356 speedster,225500
Automobiles of Arizona,2010,bmw,1957,isetta 300,33000
Automobiles of Arizona,2010,mercedes benz,1952,220 cabriolet b convertible,112750
Automobiles of Arizona,2010,porsche,1963,356b coupe,38500
