Vente,VenteYear,marque,annee,modele,Price
Santa Monica,2017,ferrari,,308 quattrovalvole u.s. version owner’s manual and brochure,633
Santa Monica,2017,ferrari,1950,250 gtc drawing c. 1950s,2530
Santa Monica,2017,mercedes benz,1955,w196 monaco 1955 signed photograph,690
Santa Monica,2017,porsche,1953,victory parade poster,2588
Santa Monica,2017,mercedes benz,,280 se grille with german car badges,1035
Santa Monica,2017,mercedes benz,,300 sl painting by tom hale,1380
Santa Monica,2017,mercedes,1912,special by joe henning 1983,575
Santa Monica,2017,ferrari,,neon sign,2588
Santa Monica,2017,porsche,,neon sign,4025
Santa Monica,2017,mercedes benz,,neon sign,3910
Santa Monica,2017,maserati,2009,quattroporte executive gt,33000
Santa Monica,2017,mercedes benz,1974,450 sel,6600
Santa Monica,2017,bmw,1973,3.0 cs,30800
Santa Monica,2017,mercedes benz,1970,250 c,28050
Santa Monica,2017,ferrari,1989,mondial t,40700
Santa Monica,2017,porsche,1976,911 s,52250
Santa Monica,2017,maserati,1986,quattroporte iii,44000
Santa Monica,2017,mercedes benz,1971,300 sel 6.3,47850
Santa Monica,2017,mercedes benz,1957,190 sl,126500
Santa Monica,2017,ferrari,2007,599 gtb fiorano,133100
Santa Monica,2017,porsche,1991,911 turbo,91300
Santa Monica,2017,porsche,1964,356 c 1600 c,128700
Santa Monica,2017,porsche,2005,911 turbo s,66000
Santa Monica,2017,aston martin,1966,db6 vantage,341000
Santa Monica,2017,bmw,1991,850i,19800
Santa Monica,2017,mercedes benz,1970,300 sel 6.3,41800
Santa Monica,2017,mercedes benz,1960,300 sl,1100000
Santa Monica,2017,mercedes benz,2005,slr mclaren,264000
Santa Monica,2017,ferrari,1978,308 gts,44000
Santa Monica,2017,porsche,1997,911 turbo s,220000
Santa Monica,2017,porsche,1960,356 b 1600,170500
Santa Monica,2017,ferrari,1992,f40,957000
Santa Monica,2017,porsche,1995,911 carrera rs 3.8,434500
Santa Monica,2017,ferrari,2008,f430,99000
