Vente,VenteYear,marque,annee,modele,Price
Arizona,2018,ferrari,,siracusa by robert carter,5400
Arizona,2018,porsche,,936 junior children s car,20400
Arizona,2018,ferrari,,640 f1 89 children s car,10200
Arizona,2018,porsche,1967,911 s coupe,190400
Arizona,2018,porsche,1953,356 1500 cabriolet by reutter,280000
Arizona,2018,porsche,1988,911 turbo  flat nose  coupe,162400
Arizona,2018,porsche,1955,356 1500 speedster by reutter,351500
Arizona,2018,porsche,1953,356 1500 coupe by reutter,224000
Arizona,2018,porsche,1953,356 1500 cabriolet by reutter,257600
Arizona,2018,bmw,2003,alpina v8 roadster,165200
Arizona,2018,ferrari,2017,f12tdf,1325000
Arizona,2018,porsche,1987,959 komfort,1160000
Arizona,2018,mercedes benz,1957,300 sl roadster,1083000
Arizona,2018,aston martin,1979,v8 vantage specification  oscar india,240800
Arizona,2018,porsche,1976,911 turbo carrera,173600
Arizona,2018,mercedes benz,2012,sls amg roadster,148400
Arizona,2018,ferrari,2002,575m maranello f1,131600
Arizona,2018,ferrari,1959,testa rossa dan gurney goodwood 1959 by peter hearsey,2400
Arizona,2018,mercedes benz,,300 slr children s car,25200
Arizona,2018,aston martin,,db5 children s car,30000
Arizona,2018,ferrari,,250 gt california spider children s car,36000
Arizona,2018,ferrari,,250 gto series ii left fender,28800
Arizona,2018,porsche,1973,911 e targa,92400
Arizona,2018,mercedes benz,1958,190 sl,196000
Arizona,2018,bmw,1974,2002 turbo,145600
Arizona,2018,mercedes benz,1959,o 319,162400
Arizona,2018,porsche,1989,911 turbo coupe,156800
Arizona,2018,porsche,1987,911 turbo  flat nose  coupe,156800
Arizona,2018,aston martin,2003,db ar1 zagato,335000
Arizona,2018,ferrari,1967,330 gtc by pininfarina,555000
Arizona,2018,aston martin,1938,15/98 short chassis open sports by abbey coachworks,224000
Arizona,2018,porsche,2011,911 speedster,280000
Arizona,2018,ferrari,2002,575m maranello,357000
Arizona,2018,ferrari,1960,250 gt cabriolet series ii by pinin farina,1407500
Arizona,2018,alfa romeo,1921,g1,445000
Arizona,2018,ferrari,2015,california t,168000
Arizona,2018,ferrari,1969,dino 206 gt by scaglietti,423000
Arizona,2018,alfa romeo,1955,1900c ss speciale by boano,1270000
Arizona,2018,ferrari,1964,250 gt/l berlinetta lusso by scaglietti,1682500
Arizona,2018,ferrari,1975,365 gt4 bb,401000
Arizona,2018,alfa romeo,1942,6c 2500 ss spider,555000
Arizona,2018,ferrari,1972,dino 246 gt  chairs & flares  by scaglietti,406500
Arizona,2018,ferrari,1990,32,69000
Arizona,2018,ferrari,1952,212 inter coupe by ghia,1187500
Arizona,2018,ferrari,2015,458 speciale a,626500
Arizona,2018,maserati,1962,3500 gti spyder by vignale,604500
Arizona,2018,aston martin,1987,v8 volante,280000
Arizona,2018,ferrari,1999,f355 gts,95200
Arizona,2018,ferrari,1971,365 gtb/4 daytona berlinetta by scaglietti,571500
Arizona,2018,porsche,1996,911 carrera rs 3.8,428500
Arizona,2018,bmw,2001,z8,224000
Arizona,2018,bmw,1941,327 cabriolet,151200
Arizona,2018,porsche,1960,diesel junior 108 l,44800
