Vente,VenteYear,marque,annee,modele,Price
Arizona,2016,porsche,1962,1600 gt coupe,88000
Arizona,2016,mercedes benz,1970,280 se 3.5 coupe,126500
Arizona,2016,ferrari,1991,testarossa,154000
Arizona,2016,porsche,1976,911 turbo carrera,187000
Arizona,2016,porsche,2005,carrera gt,795000
Arizona,2016,mercedes benz,1955,300 sl gullwing,1155000
Arizona,2016,mercedes benz,1967,230 sl  pagoda,68750
Arizona,2016,ferrari,1995,f512 m,363000
Arizona,2016,porsche,1967,911 s coupe,225500
Arizona,2016,porsche,1960,356 b 1600 cabriolet by reutter,167750
Arizona,2016,ferrari,1970,dino 246 gt  l series  by scaglietti,396000
Arizona,2016,porsche,1996,911 turbo coupe,209000
Arizona,2016,maserati,1970,ghibli ss 4.9 coupe by ghia,330000
Arizona,2016,ferrari,2011,599 sa aperta,1182500
Arizona,2016,ferrari,1988,328 gts,99000
Arizona,2016,porsche,1974,911 carrera coupe,88000
Arizona,2016,ferrari,1966,275 gtb by scaglietti,2117500
Arizona,2016,porsche,2015,918  weissach  spyder,1595000
Arizona,2016,ferrari,1960,250 gt cabriolet series ii by pinin farina,1650000
Arizona,2016,ferrari,1984,512 bbi,363000
Arizona,2016,aston martin,1966,db6,495000
Arizona,2016,ferrari,2011,599 gto,770000
Arizona,2016,mercedes benz,1957,300 sl roadster,935000
Arizona,2016,ferrari,1972,365 gtb/4 daytona berlinetta by scaglietti,710000
Arizona,2016,bmw,2002,z8 roadster,264000
Arizona,2016,ferrari,1993,512 tr,242000
Arizona,2016,mercedes benz,1989,560 sec 6.0 amg  wide body,154000
Arizona,2016,porsche,1984,911 turbo  slant nose  coupe,112750
Arizona,2016,bmw,1958,600,24750
Arizona,2016,mercedes,1985,by stanley wanlass 1985,11500
Arizona,2016,alfa romeo,1966,giulia super  polizia,33000
Arizona,2016,mercedes benz,1979,450 sel 6.9,60500
Arizona,2016,bmw,1973,3.0 csl,126500
Arizona,2016,ferrari,1974,dino 246 gts by scaglietti,396000
Arizona,2016,mercedes benz,1968,280 sl  pagoda,115500
Arizona,2016,porsche,1968,911 s  soft window  targa,137500
Arizona,2016,ferrari,2005,575 superamerica,682000
Arizona,2016,ferrari,1971,365 gtb/4 daytona berlinetta by scaglietti,687500
Arizona,2016,maserati,1967,ghibli 4.7 coupe by ghia,192500
Arizona,2016,ferrari,1953,212 inter coupe by vignale,1100000
Arizona,2016,ferrari,1965,275 gts by pininfarina,1760000
Arizona,2016,porsche,1989,911 speedster,154000
Arizona,2016,aston martin,1962,db4,440000
Arizona,2016,ferrari,2007,f430 spider,357500
Arizona,2016,mercedes benz,1958,300 sl roadster,1265000
Arizona,2016,mercedes benz,1937,540 k special roadster by sindelfingen,9900000
Arizona,2016,porsche,1958,356 a speedster by reutter,295000
Arizona,2016,aston martin,1987,v8 vantage  x pack,451000
Arizona,2016,ferrari,1984,512 bbi,275000
Arizona,2016,alfa romeo,1968,gran sport quattroruote by zagato,126500
Arizona,2016,mercedes benz,1961,190 sl,165000
