Vente,VenteYear,marque,annee,modele,Price
Automobiles of Amelia Island,2009,porsche,1964,356 c coupe,41800
Automobiles of Amelia Island,2009,mercedes benz,1961,190sl roadster,49500
Automobiles of Amelia Island,2009,mercedes benz,1969,280 se cabriolet,55000
Automobiles of Amelia Island,2009,mercedes benz,1952,300s cabriolet,255750
Automobiles of Amelia Island,2009,bmw,1937,328 cabriolet,302500
Automobiles of Amelia Island,2009,aston martin,1966,db6,121000
Automobiles of Amelia Island,2009,aston martin,1988,v8 volante,49500
Automobiles of Amelia Island,2009,ferrari,1984,512 bbi,93500
Automobiles of Amelia Island,2009,ferrari,1966,275 gts,445500
Automobiles of Amelia Island,2009,ferrari,1964,330 gt 2+2,82500
Automobiles of Amelia Island,2009,aston martin,1992,virage coupe,42000
Automobiles of Amelia Island,2009,porsche,1968,911 race car,50600
Automobiles of Amelia Island,2009,bmw,1960,isetta 300,22000
