Vente,VenteYear,marque,annee,modele,Price
Classic Car Auction of Toronto - Spring,2008,bmw,1997,328 convertible,9350
Classic Car Auction of Toronto - Spring,2008,mercedes benz,1981,380sl,10780
Classic Car Auction of Toronto - Spring,2008,bmw,1992,750 il 4d,6600
Classic Car Auction of Toronto - Spring,2008,mercedes benz,1961,190sl,38500
Classic Car Auction of Toronto - Spring,2008,porsche,1986,928,6160
Classic Car Auction of Toronto - Spring,2008,mercedes benz,1997,c36 amg 2d,12650
Classic Car Auction of Toronto - Spring,2008,mercedes benz,1998,600sl convertible,22825
Classic Car Auction of Toronto - Spring,2008,mercedes benz,1998,600sl,26000
Classic Car Auction of Toronto - Spring,2008,mercedes benz,1989,"560sl ""roadster""",54450
Classic Car Auction of Toronto - Spring,2008,ferrari,1980,"308 gtbi ""berlinetta""",46750
Classic Car Auction of Toronto - Spring,2008,porsche,1969,"911 ""t"" coupe",33000
Classic Car Auction of Toronto - Spring,2008,mercedes benz,1972,300 sel 4.5l sedan 4d,14025
