Vente,VenteYear,marque,annee,modele,Price
Sports & Classics of Monterey,2009,porsche,1969,912 coupe,30250
Sports & Classics of Monterey,2009,maserati,1975,bora,44000
Sports & Classics of Monterey,2009,mercedes benz,1968,280sl roadster,44000
Sports & Classics of Monterey,2009,porsche,1959,356a cabriolet,66000
Sports & Classics of Monterey,2009,ferrari,1965,330 gt 2+2,55000
Sports & Classics of Monterey,2009,ferrari,1957,250 testa rossa recreation,154000
Sports & Classics of Monterey,2009,ferrari,1972,dino 246 gts,159500
Sports & Classics of Monterey,2009,ferrari,2004,360 spider,110000
Sports & Classics of Monterey,2009,aston martin,1966,db5,341000
Sports & Classics of Monterey,2009,ferrari,1981,400i 2+2,30250
Sports & Classics of Monterey,2009,alfa romeo,1957,"spider ""veloce monoposto""",60500
Sports & Classics of Monterey,2009,bmw,1958,isetta 300,35750
Sports & Classics of Monterey,2009,porsche,1967,911 targa,57750
Sports & Classics of Monterey,2009,mercedes benz,1927,by peter maier,6900
Sports & Classics of Monterey,2009,porsche,1959,model 108 junior tractor,28600
Sports & Classics of Monterey,2009,alfa romeo,1966,giulia spider normale,30250
Sports & Classics of Monterey,2009,porsche,1958,356a outlaw coupe,44000
Sports & Classics of Monterey,2009,ferrari,1972,365 gtc/4 coupe,79750
Sports & Classics of Monterey,2009,ferrari,1968,365 gt 2+2,79750
Sports & Classics of Monterey,2009,ferrari,1974,dino 246 gts,170500
Sports & Classics of Monterey,2009,mercedes benz,1971,280se 3.5 convertible,96250
Sports & Classics of Monterey,2009,ferrari,1962,250 gte 2+2 coupe,121000
Sports & Classics of Monterey,2009,ferrari,1959,250 gt series ii cabriolet,385000
