Vente,VenteYear,marque,annee,modele,Price
London,2012,mercedes benz,1958,190sl convertible,50400
London,2012,mercedes benz,1964,230sl,47600
London,2012,aston martin,1997,virage volante,42000
London,2012,aston martin,1967,db6,151200
London,2012,ferrari,1959,250 gt lwb berlinetta  tour de france  by carrozzeria scaglietti,1960000
London,2012,aston martin,1960,db4 series ii,235200
London,2012,aston martin,2001,vanquish prototype,58800
London,2012,ferrari,1958,250 gt coupe by ellena,235200
London,2012,ferrari,1974,dino 246 gts,224000
London,2012,aston martin,1990,v 8 vantage volante ‘x pack’,156800
London,2012,ferrari,1998,f300 formula one racing car,400000
London,2012,alfa romeo,1963,giulia sprint speciale by carrozzeria bertone,67200
London,2012,ferrari,1970,365 gtb/4 daytona,319200
London,2012,maserati,1970,ghibli spyder,257600
London,2012,ferrari,1964,na  by carrozzeria bertone,36400
London,2012,aston martin,1967,db6,89600
London,2012,ferrari,1961,250 gt/e series i coupe,140000
London,2012,porsche,1996,911 gt2,324800
London,2012,mercedes benz,1958,220s cabriolet,72800
London,2012,alfa romeo,1948,6c 2500 s cabriolet by carrozzeria pinin farina,184800
London,2012,porsche,1988,959  komfort,308000
London,2012,aston martin,1964,db5,344400
London,2012,alfa romeo,1930,6c 1750 gs testa fissa,784000
London,2012,aston martin,1961,db4 series ii lightweight racing car,156800
London,2012,alfa romeo,1934,6c 2300,280000
London,2012,porsche,1959,356a 1600 super cabriolet,89600
London,2012,mercedes benz,1970,280se 3.5 cabriolet,134400
London,2012,mercedes benz,1957,300sl roadster,448000
London,2012,aston martin,1964,db5 convertible,632800
London,2012,mercedes benz,1969,600 pullman limousine,11200
London,2012,mercedes benz,2005,cl500 ag excalibur,35840
