Vente,VenteYear,marque,annee,modele,Price
Monaco,2016,ferrari,1850,children s spider,2800
Monaco,2016,ferrari,1890,e corsaniga open phaeton,6720
Monaco,2016,mercedes benz,1978,280 te estate,12880
Monaco,2016,maserati,1979,quattroporte iii,14000
Monaco,2016,ferrari,1990,32,80640
Monaco,2016,porsche,1989,911 speedster,128800
Monaco,2016,maserati,1975,bora 4.7,201600
Monaco,2016,porsche,1988,911 turbo  ruf ctr,224000
Monaco,2016,porsche,1965,"911 ""007"" by peter klasen",84000
Monaco,2016,mercedes benz,1955,300 sl gullwing,1232000
Monaco,2016,ferrari,1968,330 gtc by pininfarina,481600
Monaco,2016,alfa romeo,1963,giulia 1600 sprint speciale by bertone,112000
Monaco,2016,ferrari,1951,340 america barchetta by touring,7280000
Monaco,2016,mercedes benz,1958,190 sl,145600
Monaco,2016,aston martin,2004,db ar1 by zagato,336000
Monaco,2016,ferrari,1966,275 gts by pininfarina,1792000
Monaco,2016,porsche,1973,911 carrera rs 2.7 touring,610400
Monaco,2016,ferrari,2001,550 barchetta pininfarina,504000
Monaco,2016,ferrari,1968,dino 206 gt,560000
Monaco,2016,porsche,1988,959  komfort  stage ii,896000
Monaco,2016,ferrari,2006,575 superamerica,481600
Monaco,2016,porsche,1997,911 gt1 evolution,2772000
Monaco,2016,ferrari,1952,212 inter cabriolet by vignale,1176000
Monaco,2016,aston martin,1991,virage gt lightweight,89600
Monaco,2016,ferrari,1998,550 maranello,117600
Monaco,2016,mercedes benz,1970,280 sl  pagoda,156800
Monaco,2016,alfa romeo,1993,rz by zagato,53760
Monaco,2016,bmw,1938,327 sport cabriolet,134400
