Vente,VenteYear,marque,annee,modele,Price
Amelia Island,2017,bmw,2001,z8,231000
Amelia Island,2017,alfa romeo,1956,1900c ss coupe by touring,176000
Amelia Island,2017,aston martin,1958,db mark iii by tickford,302500
Amelia Island,2017,mercedes benz,1957,300 sl gullwing,1144000
Amelia Island,2017,aston martin,2003,db7 zagato,357500
Amelia Island,2017,mercedes benz,1953,300 s roadster,506000
Amelia Island,2017,aston martin,1953,db2 vantage drophead coupe,346500
Amelia Island,2017,aston martin,1938,15/98  short chassis  open sports,286000
Amelia Island,2017,mercedes benz,1936,540 k cabriolet b by sindelfingen,698500
Amelia Island,2017,aston martin,1966,short chassis volante,1705000
Amelia Island,2017,mercedes benz,1958,300 sl roadster,957000
Amelia Island,2017,aston martin,2006,db9 volante,73700
Amelia Island,2017,alfa romeo,1950,6c 2500 ss coupe by touring,880000
Amelia Island,2017,porsche,1980,"collection

                                        current: 


                                        closing:",19800
Amelia Island,2017,ferrari,1998,550 maranello,165000
Amelia Island,2017,porsche,8800,"collection

                                        current: 


                                        closing:",88000
Amelia Island,2017,porsche,2640,"collection

                                        current: 


                                        closing:",26400
Amelia Island,2017,ferrari,1995,f50,2640000
Amelia Island,2017,porsche,1989,911 speedster,154000
Amelia Island,2017,mercedes benz,2006,slr mclaren coupe,275000
Amelia Island,2017,porsche,2011,911 speedster,363000
Amelia Island,2017,porsche,2011,911 gt2 rs,434500
Amelia Island,2017,ferrari,1977,308 gtb,83600
Amelia Island,2017,porsche,1991,911 turbo,167200
Amelia Island,2017,ferrari,1967,330 gtc by pininfarina,748000
Amelia Island,2017,mercedes benz,1938,170 v cabriolet a,110000
Amelia Island,2017,ferrari,1963,330 america 2+2 by pininfarina,412500
Amelia Island,2017,porsche,2005,carrera gt,770000
Amelia Island,2017,alfa romeo,1955,1900c ss coupe zagato,1100000
Amelia Island,2017,mercedes benz,1954,300 sl gullwing,1358500
Amelia Island,2017,maserati,1956,a6g/54 coupe series iii by frua,2365000
Amelia Island,2017,porsche,1974,911 carrera rs 3.0,1375000
Amelia Island,2017,ferrari,1964,275 gtb by scaglietti,1842500
Amelia Island,2017,porsche,1973,911 carrera rs 2.7 lightweight,869000
Amelia Island,2017,ferrari,1991,testarossa,308000
Amelia Island,2017,porsche,3080,"collection

                                        current: 


                                        closing:",308000
Amelia Island,2017,aston martin,1965,db5,990000
Amelia Island,2017,porsche,1045,"collection

                                        current: 


                                        closing:",104500
Amelia Island,2017,ferrari,1972,365 gtb/4 daytona berlinetta by scaglietti,660000
Amelia Island,2017,porsche,6050,"collection

                                        current: 


                                        closing:",605000
Amelia Island,2017,porsche,2011,911 gt3 rs 4.0,577500
Amelia Island,2017,porsche,1965,911,192500
Amelia Island,2017,porsche,1045,"collection

                                        current: 


                                        closing:",104500
Amelia Island,2017,porsche,4620,"collection

                                        current: 


                                        closing:",46200
Amelia Island,2017,porsche,3300,"collection

                                        current: 


                                        closing:",33000
Amelia Island,2017,porsche,1968,911 sportomatic,286000
Amelia Island,2017,porsche,7480,"collection

                                        current: 


                                        closing:",74800
Amelia Island,2017,porsche,2016,911 carrera gts rennsport reunion edition,214500
Amelia Island,2017,alfa romeo,1972,montreal by bertone,72600
