Vente,VenteYear,marque,annee,modele,Price
The Florida Collector Car Auction,2003,bmw,1990,750il four door sedan,7500
The Florida Collector Car Auction,2003,mercedes benz,1990,300 e 4dr,5900
The Florida Collector Car Auction,2003,porsche,1964,356c cabriolet,32330
The Florida Collector Car Auction,2003,mercedes benz,1951,170 s sedan,28500
The Florida Collector Car Auction,2003,mercedes benz,1991,300 sl roadster,16642
The Florida Collector Car Auction,2003,ferrari,1984,400i coupe,23214
The Florida Collector Car Auction,2003,mercedes benz,1969,600 swb limo,48230
The Florida Collector Car Auction,2003,mercedes benz,1953,300 s,63600
The Florida Collector Car Auction,2003,mercedes benz,2002,sl500 convertible,69960
The Florida Collector Car Auction,2003,mercedes benz,1971,280 sl roadster,29680
The Florida Collector Car Auction,2003,ferrari,1966,275 gts convertible,159000
