Vente,VenteYear,marque,annee,modele,Price
Automobiles of London,2010,mercedes benz,1973,600 pullman landaulet conversion,179200
Automobiles of London,2010,aston martin,1989,"v8 volante ""prince of wales""",201600
Automobiles of London,2010,mercedes benz,1955,300sl coupe,420000
Automobiles of London,2010,mercedes benz,1960,190sl roadster,42000
Automobiles of London,2010,aston martin,1935,1.5 litre lwb mkii,112000
Automobiles of London,2010,aston martin,1963,db4 series v vantage,257600
Automobiles of London,2010,aston martin,1962,db4 convertible,285600
Automobiles of London,2010,maserati,1956,a6g/2000 competition berlinetta,700000
Automobiles of London,2010,ferrari,1965,275 gtb,537600
Automobiles of London,2010,aston martin,1951,db2 coupe,196000
Automobiles of London,2010,aston martin,1989,v8 zagato volante,95200
Automobiles of London,2010,ferrari,1972,365 gtb/4 berlinetta,128800
Automobiles of London,2010,aston martin,1961,db4 series iii,142800
Automobiles of London,2010,aston martin,1968,db6 mark i volante,296800
Automobiles of London,2010,aston martin,1970,db6 mk ii vantage,173600
Automobiles of London,2010,aston martin,1971,dbsv8,92400
Automobiles of London,2010,ferrari,1989,f40,316400
Automobiles of London,2010,aston martin,1968,dbs/v8 saloon,51520
Automobiles of London,2010,aston martin,1957,db mark iii coupe,207200
Automobiles of London,2010,mercedes benz,1971,280se 3.5 cabriolet,89600
Automobiles of London,2010,aston martin,1979,"v8 vantage ""oscar india""",50400
Automobiles of London,2010,ferrari,1966,365 california spyder,739200
Automobiles of London,2010,aston martin,1964,db5,2912000
Automobiles of London,2010,aston martin,,revolving number plate three sided plinth,12650
Automobiles of London,2010,aston martin,,"gear lever knob from original ""effects car"" bmt 216a",11500
Automobiles of London,2010,aston martin,1965,db5,224000
Automobiles of London,2010,aston martin,1951,"db2/4 mk ii fixed head coupe ""notchback""",103600
Automobiles of London,2010,bmw,1972,3.0 csl,49280
