Vente,VenteYear,marque,annee,modele,Price
Amelia Island,2015,mercedes,1985,by stanley wanlass 1985,32200
Amelia Island,2015,ferrari,,330 p2 junior child’s car by de la chappelle,66125
Amelia Island,2015,mercedes benz,1956,190 sl,165000
Amelia Island,2015,porsche,1989,911 speedster,264000
Amelia Island,2015,aston martin,1970,db6 mk ii,700000
Amelia Island,2015,porsche,1979,911 turbo,253000
Amelia Island,2015,ferrari,1967,330 gtc by pininfarina,907500
Amelia Island,2015,porsche,1971,911 s 2.2 coupe,159500
Amelia Island,2015,ferrari,1972,246 dino gt,363000
Amelia Island,2015,ferrari,1995,f512 m,462000
Amelia Island,2015,mercedes benz,1935,500/540 k cabriolet a by sindelfingen,3025000
Amelia Island,2015,ferrari,1972,365 gtc/4,495000
Amelia Island,2015,mercedes benz,1956,300 sc cabriolet,1100000
Amelia Island,2015,porsche,1975,911 carrera 2.7 mfi coupe,308000
Amelia Island,2015,ferrari,1960,400 superamerica swb cabriolet by pinin farina,6380000
Amelia Island,2015,bmw,1956,502 cabriolet by baur,341000
Amelia Island,2015,porsche,1988,911 turbo  slant nose  cabriolet,363000
Amelia Island,2015,ferrari,1980,512 bb,418000
Amelia Island,2015,aston martin,2006,dbrs9,170500
Amelia Island,2015,maserati,1970,ghibli 4.7 spyder by ghia,797500
Amelia Island,2015,aston martin,1957,db2/4 mk iii by tickford,335500
Amelia Island,2015,alfa romeo,1931,6c 1750 gran sport spider by zagato,2420000
Amelia Island,2015,porsche,1958,356 a 1600 speedster by reutter,253000
Amelia Island,2015,ferrari,1953,212 europa coupe by vignale,1550000
Amelia Island,2015,porsche,1973,911 carrera rs 2.7 touring,891000
Amelia Island,2015,ferrari,1972,365 gtb/4 daytona spider by scaglietti,3300000
Amelia Island,2015,mercedes benz,1961,300 sl roadster,962500
Amelia Island,2015,ferrari,1972,dino 246 gts,396000
Amelia Island,2015,mercedes benz,1969,280 sl  pagoda,132000
Amelia Island,2015,ferrari,1966,330 gt 2+2 series ii by pininfarina,451000
Amelia Island,2015,ferrari,2007,599 gtb,682000
Amelia Island,2015,porsche,1987,911 turbo coupe,220000
Amelia Island,2015,ferrari,1971,365 gtb/4 daytona berlinetta by scaglietti,770000
Amelia Island,2015,mercedes benz,1952,220 cabriolet a,286000
Amelia Island,2015,porsche,1971,911 t 2.2 coupe,110000
Amelia Island,2015,mercedes benz,1957,190 sl,209000
Amelia Island,2015,alfa romeo,1961,giulietta spider by pininfarina,88000
Amelia Island,2015,bmw,1959,isetta 300,55000
