Vente,VenteYear,marque,annee,modele,Price
London,2011,maserati,1953,125 motorcycle,9945
London,2011,alfa romeo,1990,sz coupe,20720
London,2011,mercedes benz,1961,190sl roadster,54880
London,2011,mercedes benz,1934,200 w21 “sonnenscheinlimousine”,20000
London,2011,aston martin,1968,dbs v8,61600
London,2011,porsche,1969,911s coupe,60000
London,2011,ferrari,1964,250 gt lusso berlinetta,487200
London,2011,aston martin,1955,db2/4 mk i saloon,78400
London,2011,ferrari,1950,195 inter coupe by ghia,280000
London,2011,mercedes benz,1969,600 pullman limousine,25200
London,2011,mercedes benz,1973,600 pullman limousine,81200
London,2011,aston martin,1962,db4 vantage series v,235200
London,2011,ferrari,1965,500 superfast,644000
London,2011,alfa romeo,1929,6c 1750 turismo by james young ltd.,106400
London,2011,aston martin,1938,15/98 open sports tourer by abbey coachworks,110000
London,2011,ferrari,1972,dino 246 gt,89600
London,2011,aston martin,1989,v8 7.0 litre coupe,134400
London,2011,aston martin,2002,db7 vantage volante,44800
London,2011,maserati,1972,mexico coupe by vignale,38080
London,2011,aston martin,1965,db5 coupe,375200
London,2011,aston martin,1952,db2 vantage coupe,101920
London,2011,aston martin,1953,db2 vantage drophead coupe,196000
London,2011,mercedes benz,1957,300sl roadster,389200
London,2011,ferrari,1998,550 maranello,42000
London,2011,mercedes benz,1950,170s cabriolet a,56000
London,2011,mercedes benz,1952,300 w186 sliding roof limousine,61600
London,2011,ferrari,1982,512 bbi,50400
London,2011,mercedes benz,1934,130 (w23) 2 door saloon,33600
London,2011,maserati,1967,mistral coupe,61600
London,2011,porsche,1958,356a carrera gs coupe,257600
London,2011,ferrari,1966,330 gtc,142800
London,2011,aston martin,1964,db5,224000
London,2011,alfa romeo,1972,tipo 33/tt/3,588000
London,2011,mercedes benz,1954,300 s coupe,123200
London,2011,mercedes benz,1955,300sl coupe,560000
London,2011,alfa romeo,1957,1900c super sprint coupe by touring,89600
London,2011,ferrari,1958,250 gt lwb  tour de france  berlinetta,2240000
London,2011,ferrari,2001,f1 driver’s coach,134400
