Vente,VenteYear,marque,annee,modele,Price
Monaco,2014,aston martin,2004,db7 zagato,235200
Monaco,2014,ferrari,1962,250 gte 2+2 series ii by pininfarina,308000
Monaco,2014,ferrari,1973,365 gtb/4 daytona berlinetta by scaglietti,532000
Monaco,2014,ferrari,2011,458 challenge,168000
Monaco,2014,alfa romeo,2010,8c spider,201600
Monaco,2014,ferrari,2006,575 superamerica,218400
Monaco,2014,ferrari,2012,599 sa aperta,694400
Monaco,2014,ferrari,2012,599 gto,358400
Monaco,2014,aston martin,1955,db2/4 coupe,190400
Monaco,2014,mercedes benz,1954,300 sl gullwing amg,812000
Monaco,2014,alfa romeo,1949,6c 2500 ss cabriolet by pinin farina,369600
Monaco,2014,ferrari,1967,dino 206 s spider,2072000
Monaco,2014,maserati,1950,a6 1500 turismo by pinin farina,308000
Monaco,2014,ferrari,1968,365 gtc by pininfarina,571200
Monaco,2014,porsche,1985,959 prototype,476000
Monaco,2014,mercedes benz,1952,300 s coupe,380800
Monaco,2014,maserati,1960,3500 gt by touring,156800
Monaco,2014,porsche,1992,911 carrera rs 3.6,268800
Monaco,2014,ferrari,1966,330 gt 2+2 series ii by pininfarina,408800
Monaco,2014,ferrari,1997,f50,907200
Monaco,2014,alfa romeo,1968,tipo 33/2 daytona,1260000
Monaco,2014,ferrari,1959,250 gt cabriolet series i by pinin farina,4704000
Monaco,2014,porsche,1956,356 a carrera 1500 gs speedster by reutter,840000
Monaco,2014,ferrari,1967,330 gts by pininfarina,2128000
Monaco,2014,ferrari,1966,275 gtb/c by scaglietti,5712000
Monaco,2014,aston martin,1953,db2 vantage coupe,196000
Monaco,2014,mercedes benz,1960,220 se cabriolet,123200
Monaco,2014,aston martin,1989,v8 volante,156800
Monaco,2014,porsche,1957,356 a carrera 1500 gs/gt coupe by reutter,420000
Monaco,2014,ferrari,1989,f1 89 formula one,616000
Monaco,2014,ferrari,1968,330 gtc by pininfarina,476000
Monaco,2014,mercedes benz,1959,190 sl roadster,145600
Monaco,2014,alfa romeo,1965,giulia 1600 spider veloce by pininfarina,44800
Monaco,2014,ferrari,2003,enzo,868000
Monaco,2014,porsche,1954,356 pre a 1600 speedster by reutter,224000
