Vente,VenteYear,marque,annee,modele,Price
Fort Lauderdale,2016,alfa romeo,1991,,14575
Fort Lauderdale,2016,bmw,1995,m3,19800
Fort Lauderdale,2016,porsche,2000,911 carrera,25000
Fort Lauderdale,2016,mercedes benz,2014,sprinter,88000
Fort Lauderdale,2016,porsche,2001,911 carrera 2,19800
Fort Lauderdale,2016,mercedes benz,1971,280sl,86000
Fort Lauderdale,2016,mercedes benz,1973,450sl,9075
Fort Lauderdale,2016,porsche,1976,911,29150
Fort Lauderdale,2016,bmw,1991,850i,28050
Fort Lauderdale,2016,bmw,1992,850,11000
Fort Lauderdale,2016,porsche,1994,968,55000
Fort Lauderdale,2016,mercedes benz,1987,560sl,27500
Fort Lauderdale,2016,porsche,1977,911 turbo,118250
Fort Lauderdale,2016,mercedes benz,1971,280sl,68000
Fort Lauderdale,2016,porsche,1968,"911t ""euro""",83600
Fort Lauderdale,2016,mercedes benz,1986,560sl,41800
Fort Lauderdale,2016,mercedes benz,1982,380sl,9900
Fort Lauderdale,2016,mercedes benz,1981,380sl,13750
Fort Lauderdale,2016,ferrari,1997,456 gta,37400
Fort Lauderdale,2016,mercedes benz,1959,190sl,62700
Fort Lauderdale,2016,bmw,1957,isetta 300,30000
