Vente,VenteYear,marque,annee,modele,Price
Hershey,2019,ferrari,,wheels,345
Hershey,2019,alfa romeo,,dealership small sign,2588
Hershey,2019,alfa romeo,,dealership large sign,6325
Hershey,2019,alfa romeo,,large lighted sign,2300
Hershey,2019,alfa romeo,,parts dept. sign,863
Hershey,2019,alfa romeo,,clock,4313
Hershey,2019,maserati,,wheels,345
Hershey,2019,maserati,,clock sign,5750
Hershey,2019,maserati,,lighted sign,2588
Hershey,2019,bmw,,lighted round sign,2013
Hershey,2019,porsche,,medium sized sign,460
Hershey,2019,porsche,,large lighted sign,2013
Hershey,2019,porsche,,: excellence was expected by karl ludvigson,518
Hershey,2019,ferrari,,in camera: from ascari to villeneuve by doug nye and geoff goddard,708
Hershey,2019,mercedes benz,,,6900
Hershey,2019,alfa romeo,,tin toy car by marusan,115
Hershey,2019,alfa romeo,,gs touring model by pocher,575
Hershey,2019,mercedes benz,,w125 gas powered slot track car,1610
Hershey,2019,mercedes benz,,grand prix rennwagen award,575
Hershey,2019,ferrari,1952,tipo 500/f2 by toschi 1952,2530
Hershey,2019,ferrari,1952,tipo 500/f2 by toschi 1952,2875
