Vente,VenteYear,marque,annee,modele,Price
Toronto International Spring Classic Car Auction,2005,bmw,1998,528,75168
Toronto International Spring Classic Car Auction,2005,porsche,1988,928 s4 coupe,9363
Toronto International Spring Classic Car Auction,2005,mercedes benz,1970,280 s 4d,5671
Toronto International Spring Classic Car Auction,2005,bmw,1988,750il 4d,4494
Toronto International Spring Classic Car Auction,2005,mercedes benz,1994,e320 4d,6955
Toronto International Spring Classic Car Auction,2005,porsche,1986,944 hard top,6420
Toronto International Spring Classic Car Auction,2005,mercedes benz,1993,300 ce convertible,19474
Toronto International Spring Classic Car Auction,2005,mercedes benz,1992,convertible,21935
Toronto International Spring Classic Car Auction,2005,mercedes benz,1985,380 sl convertible,8988
Toronto International Spring Classic Car Auction,2005,mercedes benz,1957,190 sl convertible,18993
Toronto International Spring Classic Car Auction,2005,mercedes benz,1989,560 sl roadster,38520
Toronto International Spring Classic Car Auction,2005,bmw,2000,mz 3 dinan super charged roadster,53500
