Vente,VenteYear,marque,annee,modele,Price
Monterey,2018,porsche,1987,944 s,22400
Monterey,2018,alfa romeo,1959,2000 spider by touring,207200
Monterey,2018,mercedes benz,1962,190 sl,179200
Monterey,2018,ferrari,1988,testarossa,140000
Monterey,2018,ferrari,2005,575 superamerica,340000
Monterey,2018,porsche,1966,911,246400
Monterey,2018,mercedes benz,1953,220 cabriolet a,156800
Monterey,2018,ferrari,1968,365 gt 2+2 by pininfarina,246400
Monterey,2018,porsche,2004,carrera gt,940000
Monterey,2018,ferrari,1976,308 gtb  vetroresina,184800
Monterey,2018,porsche,1958,356 a 1600 speedster by reutter,434000
Monterey,2018,aston martin,2003,db ar1 zagato,280000
Monterey,2018,porsche,1994,911 speedster,243600
Monterey,2018,ferrari,1974,dino 246 gts by scaglietti,401000
Monterey,2018,mercedes benz,1961,300 sl roadster,1297500
Monterey,2018,ferrari,1961,250 gt cabriolet series ii by pininfarina,1792500
Monterey,2018,ferrari,1973,365 gtb/4 daytona berlinetta by scaglietti,775000
Monterey,2018,ferrari,2014,la,3305000
Monterey,2018,aston martin,1965,db5,731000
Monterey,2018,aston martin,1963,dp215 grand touring competition prototype,21455000
Monterey,2018,mercedes benz,1954,300 sl gullwing,1380000
Monterey,2018,porsche,2011,911 gt2 rs,445000
Monterey,2018,ferrari,1959,250 gt coupe by pinin farina,643000
Monterey,2018,ferrari,1984,512 bbi,357000
Monterey,2018,porsche,2016,911 r,379000
Monterey,2018,aston martin,1955,db2/4 mk ii,318500
Monterey,2018,ferrari,1963,250 gt/l berlinetta  lusso  by scaglietti,1710000
Monterey,2018,aston martin,2018,vanquish zagato,841000
Monterey,2018,aston martin,1961,db4 series iii,527500
Monterey,2018,mercedes benz,1952,300 sedan,58800
Monterey,2018,mercedes benz,1970,280 sl  pagoda,100800
Monterey,2018,porsche,1995,928 gts,140000
Monterey,2018,mercedes benz,1971,280 se 3.5 cabriolet,280000
Monterey,2018,ferrari,2017,california t 70th anniversary,346000
Monterey,2018,ferrari,1969,365 gt 2+2 by pininfarina,229600
Monterey,2018,ferrari,1995,f512 m,401000
Monterey,2018,ferrari,2011,599 gto,555000
Monterey,2018,ferrari,1968,dino 206 gt by scaglietti,577000
Monterey,2018,mercedes,2017,amg gt3  laureus,885000
Monterey,2018,ferrari,1960,250 gt cabriolet series ii by pinin farina,1325000
Monterey,2018,bmw,2003,alpina v8 roadster,401000
Monterey,2018,ferrari,1990,f40,1710000
Monterey,2018,maserati,1962,5000 gt by allemano,885000
Monterey,2018,ferrari,1958,250 gt coupe by ellena,940000
Monterey,2018,porsche,1957,550a spyder,4900000
Monterey,2018,maserati,1956,a6g/2000 berlinetta zagato,4515000
Monterey,2018,ferrari,1989,testarossa,128800
Monterey,2018,mercedes benz,1955,300 sl gullwing,1435000
Monterey,2018,porsche,1958,356 a 1600  super  speedster by reutter,368000
Monterey,2018,mercedes benz,1998,amg clk gtr,4515000
Monterey,2018,mercedes benz,1963,300 sl roadster,1930000
Monterey,2018,aston martin,1987,v8 vantage volante,456000
Monterey,2018,ferrari,1973,365 gtb/4 daytona berlinetta by scaglietti,566000
Monterey,2018,ferrari,1962,250 gto by scaglietti,48405000
Monterey,2018,mercedes benz,1958,190 sl,257600
Monterey,2018,porsche,1979,911 turbo,151200
Monterey,2018,maserati,1972,ghibli ss 4.9 coupe by ghia,274400
Monterey,2018,ferrari,1966,330 gt 2+2 series ii by pininfarina,280000
Monterey,2018,porsche,1973,911 carrera rsh 2.7,1380000
Monterey,2018,porsche,1956,356 a european coupe by reutter,156800
Monterey,2018,porsche,1990,ruf  ctr  carrera 4,368000
Monterey,2018,alfa romeo,1960,giulietta sprint speciale by bertone,142800
Monterey,2018,mercedes benz,1970,280 se 3.5 coupe,112000
Monterey,2018,mercedes benz,1968,250 sl  pagoda,126000
Monterey,2018,alfa romeo,1957,giulietta sprint veloce alleggerita by bertone,350000
Monterey,2018,porsche,1974,914 2.0,61600
