Vente,VenteYear,marque,annee,modele,Price
Amelia Island,2018,ferrari,,365 gtc/4 display engine no. 005,38400
Amelia Island,2018,mercedes benz,1988,560 sl,95200
Amelia Island,2018,aston martin,1993,virage volante  wide body,109200
Amelia Island,2018,porsche,2016,cayman gt4 clubsport,218400
Amelia Island,2018,bmw,1972,2002,38080
Amelia Island,2018,ferrari,2015,458 speciale,379000
Amelia Island,2018,ferrari,1973,dino 246 gts by scaglietti,390000
Amelia Island,2018,mercedes benz,2014,sls amg black series coupe,434000
Amelia Island,2018,aston martin,1967,db6 vantage,390000
Amelia Island,2018,porsche,1989,911 turbo targa,120400
Amelia Island,2018,ferrari,1972,365 gtb/4 daytona berlinetta by scaglietti,621000
Amelia Island,2018,porsche,1967,911  soft window  targa,128800
Amelia Island,2018,porsche,2011,911 speedster,285500
Amelia Island,2018,ferrari,1960,250 gt coupe by pinin farina,720000
Amelia Island,2018,ferrari,1966,275 gtb by scaglietti,2205000
Amelia Island,2018,mercedes benz,1956,300 sl gullwing,1077500
Amelia Island,2018,mercedes benz,1957,300 sl roadster,1094000
Amelia Island,2018,mercedes benz,1958,220 s cabriolet a,212800
Amelia Island,2018,ferrari,1983,512 bbi,257600
Amelia Island,2018,porsche,1904,"– the 964 collection

                                        current: 


                                        closing:",190400
Amelia Island,2018,porsche,1736,"– the 964 collection

                                        current: 


                                        closing:",173600
Amelia Island,2018,porsche,1655,"– the 964 collection

                                        current: 


                                        closing:",1655000
Amelia Island,2018,porsche,6540,"– the 964 collection

                                        current: 


                                        closing:",654000
Amelia Island,2018,porsche,2240,"– the 964 collection

                                        current: 


                                        closing:",224000
Amelia Island,2018,porsche,2240,"– the 964 collection

                                        current: 


                                        closing:",224000
Amelia Island,2018,porsche,3240,"– the 964 collection

                                        current: 


                                        closing:",324000
Amelia Island,2018,porsche,2184,"– the 964 collection

                                        current: 


                                        closing:",218400
Amelia Island,2018,porsche,1270,"– the 964 collection

                                        current: 


                                        closing:",1270000
Amelia Island,2018,aston martin,2003,db ar1 zagato,307500
Amelia Island,2018,mercedes benz,1971,280 se 3.5  sunroof  coupe,156800
Amelia Island,2018,porsche,1959,356 a coupe by reutter,117600
Amelia Island,2018,bmw,2001,ptg m3 gt v8 grand am,196000
Amelia Island,2018,mercedes benz,1968,280 sl  pagoda,114800
Amelia Island,2018,ferrari,1988,testarossa,168000
Amelia Island,2018,aston martin,1934,1½ litre mk ii sports by bertelli,246400
Amelia Island,2018,porsche,1969,912,67200
Amelia Island,2018,ferrari,1967,330 gtc by pininfarina,511000
Amelia Island,2018,mercedes benz,1956,190 sl,137200
Amelia Island,2018,alfa romeo,1959,giulietta spider by pinin farina,72800
Amelia Island,2018,maserati,2011,quattroporte s executive gt,58800
