Vente,VenteYear,marque,annee,modele,Price
Monterey Sports & Classic Car Auction,2006,mercedes benz,1970,6.3 300 sel,17600
Monterey Sports & Classic Car Auction,2006,ferrari,1980,308 gtsi,28600
Monterey Sports & Classic Car Auction,2006,porsche,1957,speedster replica,26400
Monterey Sports & Classic Car Auction,2006,porsche,1965,912 coupe,27500
Monterey Sports & Classic Car Auction,2006,alfa romeo,1961,giulietta ti roadster,17600
Monterey Sports & Classic Car Auction,2006,porsche,1962,356b super cabriolet,101200
Monterey Sports & Classic Car Auction,2006,porsche,1990,"ruf twin turbo ctr c4 ""yellowbird""",79750
Monterey Sports & Classic Car Auction,2006,ferrari,1977,208 gt4,31900
Monterey Sports & Classic Car Auction,2006,porsche,1963,356c sunroof coupe,55000
Monterey Sports & Classic Car Auction,2006,mercedes benz,1959,300d saloon,31900
Monterey Sports & Classic Car Auction,2006,porsche,1963,356c cabriolet,61600
Monterey Sports & Classic Car Auction,2006,porsche,1962,356b t 6 roadster,72600
Monterey Sports & Classic Car Auction,2006,aston martin,1959,db2/4 mk iii coupe,93500
Monterey Sports & Classic Car Auction,2006,mercedes benz,1972,350sl,16500
Monterey Sports & Classic Car Auction,2006,bmw,1965,r695 motorcycle with steib tr 500 sidecar,31900
Monterey Sports & Classic Car Auction,2006,mercedes benz,1971,280se 3.5 coupe,31900
Monterey Sports & Classic Car Auction,2006,porsche,1963,356 cabriolet,88000
Monterey Sports & Classic Car Auction,2006,ferrari,1967,330 gtc,170500
Monterey Sports & Classic Car Auction,2006,ferrari,1987,testarossa,71500
Monterey Sports & Classic Car Auction,2006,aston martin,1959,db 2/4 mk iii drophead coupe,154000
Monterey Sports & Classic Car Auction,2006,ferrari,1964,250 gto replica,264000
Monterey Sports & Classic Car Auction,2006,porsche,1960,356b roadster,88000
Monterey Sports & Classic Car Auction,2006,mercedes benz,1957,190sl roadster,77000
Monterey Sports & Classic Car Auction,2006,ferrari,1971,365 gtb/4 daytona coupe,181500
Monterey Sports & Classic Car Auction,2006,ferrari,1951,340 america by ghia coupe,852500
Monterey Sports & Classic Car Auction,2006,aston martin,1967,db6 coupe,115500
Monterey Sports & Classic Car Auction,2006,maserati,2004,mc12,1072500
Monterey Sports & Classic Car Auction,2006,ferrari,1957,250 gt lwb berlinetta,341000
Monterey Sports & Classic Car Auction,2006,ferrari,1967,275 gtb/4,990000
Monterey Sports & Classic Car Auction,2006,mercedes benz,1956,300 sl gullwing,418000
Monterey Sports & Classic Car Auction,2006,ferrari,1958,412 s sports racing car,5610000
Monterey Sports & Classic Car Auction,2006,aston martin,1966,dbr1 alloy replica,275000
Monterey Sports & Classic Car Auction,2006,ferrari,1951,195 inter,231000
Monterey Sports & Classic Car Auction,2006,mercedes benz,1936,540k special roadster,836000
Monterey Sports & Classic Car Auction,2006,ferrari,1957,500 trc spider,2282500
Monterey Sports & Classic Car Auction,2006,ferrari,1971,365 gts/4 daytona spyder alloy conversion,253000
Monterey Sports & Classic Car Auction,2006,mercedes benz,1957,300sl roadster,605000
Monterey Sports & Classic Car Auction,2006,aston martin,1961,db4 gt,891000
Monterey Sports & Classic Car Auction,2006,porsche,1956,356 speedster,137500
Monterey Sports & Classic Car Auction,2006,ferrari,1963,250 drogo speciale,275000
