Vente,VenteYear,marque,annee,modele,Price
Monterey Sports and Classic Car Auction,2002,alfa romeo,1956,normale 750 spider,13420
Monterey Sports and Classic Car Auction,2002,maserati,1977,merak ss,25025
Monterey Sports and Classic Car Auction,2002,porsche,1987,928 factory custom sedan,44000
Monterey Sports and Classic Car Auction,2002,porsche,1970,911 club racer,21450
Monterey Sports and Classic Car Auction,2002,alfa romeo,1949,6c 2500 ss cabriolet,126500
Monterey Sports and Classic Car Auction,2002,porsche,1959,365 cabriolet a,40700
Monterey Sports and Classic Car Auction,2002,alfa romeo,1958,750 veloce spider,28600
Monterey Sports and Classic Car Auction,2002,ferrari,1966,275 gtb,178200
Monterey Sports and Classic Car Auction,2002,maserati,1975,khamsin,18700
Monterey Sports and Classic Car Auction,2002,alfa romeo,1958,giulietta sprint veloce,36300
Monterey Sports and Classic Car Auction,2002,ferrari,1981,308 gtb,26400
Monterey Sports and Classic Car Auction,2002,aston martin,1955,db 2/4 drophead,82500
Monterey Sports and Classic Car Auction,2002,ferrari,1964,250 gt/l lmb competition,220000
Monterey Sports and Classic Car Auction,2002,porsche,1957,356 speedster,56650
Monterey Sports and Classic Car Auction,2002,ferrari,1963,250 trc recreation,140000
Monterey Sports and Classic Car Auction,2002,porsche,1965,356c cabriolet,45100
Monterey Sports and Classic Car Auction,2002,ferrari,0870,factory team tipo 312 sports prototype s/n 0870 mounted and enclosed…,633
Monterey Sports and Classic Car Auction,2002,ferrari,,410 superamerica tin toy in two tone white with black. perfect original condition with fully…,575
Monterey Sports and Classic Car Auction,2002,ferrari,1973,246 gts dino,75900
Monterey Sports and Classic Car Auction,2002,aston martin,1978,v8 volante,51700
Monterey Sports and Classic Car Auction,2002,maserati,1956,a6g 2000 zagato coupe,396000
Monterey Sports and Classic Car Auction,2002,mercedes benz,1937,540k sc sport cabriolet a,946000
Monterey Sports and Classic Car Auction,2002,porsche,1976,934 special,55000
Monterey Sports and Classic Car Auction,2002,maserati,1965,3500 gti vignale,41250
Monterey Sports and Classic Car Auction,2002,ferrari,1962,330 tri/lm testa rossa,6490000
Monterey Sports and Classic Car Auction,2002,ferrari,1962,400 super america coupe,363000
Monterey Sports and Classic Car Auction,2002,mercedes benz,1957,300sc roadster,225500
Monterey Sports and Classic Car Auction,2002,ferrari,1954,250 monza spider,1705000
Monterey Sports and Classic Car Auction,2002,aston martin,1962,db4 vantage ss conv.,192500
Monterey Sports and Classic Car Auction,2002,ferrari,1969,365 gt chinetti nart,132000
Monterey Sports and Classic Car Auction,2002,ferrari,1995,f50,528000
Monterey Sports and Classic Car Auction,2002,ferrari,1966,275 gtb/c speciale,759000
Monterey Sports and Classic Car Auction,2002,mercedes benz,1954,300sl gullwing coupe,209000
Monterey Sports and Classic Car Auction,2002,porsche,1958,356 speedster,48300
Monterey Sports and Classic Car Auction,2002,mercedes benz,1934,200 roadster,44000
Monterey Sports and Classic Car Auction,2002,aston martin,1966,db6 coupe,81400
