Vente,VenteYear,marque,annee,modele,Price
Villa Erba,2017,bmw,1954,rs 54,143325
Villa Erba,2017,ferrari,1969,365 gtc by pininfarina,582400
Villa Erba,2017,alfa romeo,1965,giulia sprint gta by bertone,252000
Villa Erba,2017,porsche,1954,356 pre a speedster by reutter,336000
Villa Erba,2017,ferrari,2004,360 gtc,295000
Villa Erba,2017,porsche,1993,911 carrera rsr 3.8,2016000
Villa Erba,2017,ferrari,1966,330 gtc by pininfarina,604800
Villa Erba,2017,maserati,1961,3500 gt spyder by vignale,840000
Villa Erba,2017,porsche,2015,918  weissach  spyder,1456000
Villa Erba,2017,ferrari,1965,275 gts by pininfarina,1792000
Villa Erba,2017,ferrari,1970,365 gtb/4 daytona berlinetta by scaglietti,728000
Villa Erba,2017,aston martin,1989,v8 vantage volante zagato,459200
Villa Erba,2017,ferrari,1961,250 gte 2+2 series i by pininfarina,448000
Villa Erba,2017,porsche,2016,911 r,358400
Villa Erba,2017,maserati,1959,,728000
Villa Erba,2017,ferrari,1964,250 gt/l berlinetta lusso by scaglietti,1428000
Villa Erba,2017,ferrari,1990,f40,1064000
Villa Erba,2017,aston martin,1987,v8 vantage zagato,380800
Villa Erba,2017,ferrari,1960,250 gt coupe series ii by pinin farina,604800
Villa Erba,2017,ferrari,2001,550 barchetta pininfarina,369600
Villa Erba,2017,alfa romeo,1952,1900c coupe by touring,257600
