Vente,VenteYear,marque,annee,modele,Price
Vintage Motor Cars in Arizona,2004,porsche,1976,914/6 coupe,33000
Vintage Motor Cars in Arizona,2004,ferrari,1982,400ia coupe,28600
Vintage Motor Cars in Arizona,2004,ferrari,1986,testarossa spyder,67650
Vintage Motor Cars in Arizona,2004,maserati,1954,a6gcs barchetta replica,44000
Vintage Motor Cars in Arizona,2004,ferrari,1966,500 superfast,264000
Vintage Motor Cars in Arizona,2004,porsche,1960,356b roadster,55000
Vintage Motor Cars in Arizona,2004,ferrari,1973,dino,81900
Vintage Motor Cars in Arizona,2004,mercedes benz,1956,300sl gullwing coupe,253000
Vintage Motor Cars in Arizona,2004,porsche,1962,356b t 6 roadster,103400
Vintage Motor Cars in Arizona,2004,mercedes benz,1962,300sl roadster,228250
Vintage Motor Cars in Arizona,2004,porsche,1959,356a coupe,24750
Vintage Motor Cars in Arizona,2004,porsche,1964,356c cabriolet,50600
Vintage Motor Cars in Arizona,2004,porsche,1962,356b super 90 roadster,56100
Vintage Motor Cars in Arizona,2004,mercedes benz,1962,190sl roadster,38500
Vintage Motor Cars in Arizona,2004,porsche,1984,911 turbo (930),23650
