Vente,VenteYear,marque,annee,modele,Price
Monterey,2012,mercedes benz,1968,280sl roadster,101750
Monterey,2012,porsche,1963,356b 1600 s cabriolet by karosseriewerk reutter,151250
Monterey,2012,aston martin,1950,db2 coupe,308000
Monterey,2012,ferrari,1960,250 gt series ii cabriolet by carrozzeria pinin farina,715000
Monterey,2012,ferrari,1955,410 s berlinetta by carrozzeria scaglietti,8250000
Monterey,2012,ferrari,1974,dino 246 gts  chairs and flares,467500
Monterey,2012,ferrari,1972,365 gtb/4 daytona,396000
Monterey,2012,porsche,1973,911 carrera rs lightweight,495000
Monterey,2012,ferrari,1989,testarossa,264000
Monterey,2012,ferrari,1989,328 gts,159500
Monterey,2012,ferrari,1991,f40,715000
Monterey,2012,mercedes benz,1998,clk gtr,1100000
Monterey,2012,mercedes benz,1956,"300sl ""gullwing"" coupe",875000
Monterey,2012,mercedes benz,1960,300sl roadster,814000
Monterey,2012,mercedes,1914,50 hp seven passenger touring by carrosserie daimler motoren gesellschaft,528000
Monterey,2012,porsche,1957,356a 1600 speedster by karosseriewerk reutter,205700
Monterey,2012,porsche,1971,"911 ""r/t"" coupe",132000
Monterey,2012,alfa romeo,1961,giulietta sprint speciale by carrozzeria bertone,132000
Monterey,2012,ferrari,1972,365 gtc/4,181500
Monterey,2012,aston martin,1955,db3s sports racing car,3685000
Monterey,2012,ferrari,1973,365 gtb/4 daytona,363000
Monterey,2012,ferrari,1965,275 gtb by carrozzeria scaglietti,1182500
Monterey,2012,porsche,1956,356a 1600 speedster by karosseriewerk reutter,242000
Monterey,2012,aston martin,1960,db4gt,2035000
Monterey,2012,maserati,1969,ghibli spyder,407000
Monterey,2012,ferrari,1956,250 gt lwb berlinetta  tour de france  by carrozzeria scaglietti,6710000
Monterey,2012,ferrari,1967,275 gtb/4 berlinetta,1485000
Monterey,2012,ferrari,1962,250 gt swb california spyder,8580000
Monterey,2012,aston martin,1962,db4,572000
Monterey,2012,porsche,1998,911 gt1  strassenversion  (street version),1175000
Monterey,2012,ferrari,1967,275 gtb/4  competizione speciale  by carrozzeria allegretti,1485000
Monterey,2012,mercedes benz,1955,300sl  gullwing  coupe,1171500
Monterey,2012,mercedes benz,1967,280se cabriolet  low grille  factory prototype,220000
Monterey,2012,porsche,1960,356b 1600 roadster by karosseriewerke drauz,209000
Monterey,2012,maserati,1962,3500 gt by carrozzeria touring of milan,137500
