Vente,VenteYear,marque,annee,modele,Price
Auctions America by RM - Auburn Collector Car Auction,2010,mercedes benz,1976,300 diesel,1705
Auctions America by RM - Auburn Collector Car Auction,2010,mercedes benz,1980,450 sl,13200
