Vente,VenteYear,marque,annee,modele,Price
The Novi Classic Car Auction,2003,mercedes benz,1977,450 sel four door sedan,4770
The Novi Classic Car Auction,2003,porsche,1961,356 b coupe,10600
The Novi Classic Car Auction,2003,mercedes benz,1979,450 sl roadster,8056
