Vente,VenteYear,marque,annee,modele,Price
Automobiles of Arizona,2008,maserati,1977,merak ss,41800
Automobiles of Arizona,2008,mercedes benz,1936,540k special cabriolet,2035000
Automobiles of Arizona,2008,mercedes benz,1955,300sl coupe,588500
Automobiles of Arizona,2008,porsche,1952,roadster,616000
Automobiles of Arizona,2008,ferrari,1966,275 gtb/6c,1375000
Automobiles of Arizona,2008,ferrari,1971,365 gtb/4 daytona spyder conversion,264000
Automobiles of Arizona,2008,ferrari,1972,365 gtb/4 daytona coupe,374000
Automobiles of Arizona,2008,mercedes benz,1957,300 sl roadster,742500
Automobiles of Arizona,2008,aston martin,1980,v8 volante,46750
Automobiles of Arizona,2008,porsche,1958,356 1600 speedster,220000
Automobiles of Arizona,2008,bmw,1981,m1,137500
Automobiles of Arizona,2008,porsche,1962,356 b coupe t 6,101750
Automobiles of Arizona,2008,ferrari,1977,308 gtb,66000
Automobiles of Arizona,2008,porsche,1974,carrera targa,30250
