Vente,VenteYear,marque,annee,modele,Price
The Monterey Sports and Classic Car Auction,2004,alfa romeo,1986,graduate spyder,7975
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1966,600 swb limousine,29150
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1970,280sl roadster,22000
The Monterey Sports and Classic Car Auction,2004,porsche,1975,914 2 liter targa,11000
The Monterey Sports and Classic Car Auction,2004,bmw,1957,503 convertible coupe,165000
The Monterey Sports and Classic Car Auction,2004,maserati,1971,ghibli spyder,93500
The Monterey Sports and Classic Car Auction,2004,porsche,1969,911e soft window targa,27500
The Monterey Sports and Classic Car Auction,2004,ferrari,1989,328 gts 2d,61050
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1997,sl600 7.4 litre renntech,53900
The Monterey Sports and Classic Car Auction,2004,porsche,1960,356 s90 roadster,49500
The Monterey Sports and Classic Car Auction,2004,porsche,1964,356 c cabriolet,60500
The Monterey Sports and Classic Car Auction,2004,aston martin,1958,db mark iii coupe,31350
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1961,300sl roadster,240350
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1969,280sl roadster,25300
The Monterey Sports and Classic Car Auction,2004,porsche,2000,gt3 european club sport,72600
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1957,190sl roadster,25850
The Monterey Sports and Classic Car Auction,2004,alfa romeo,1932,p3 bronze,47300
The Monterey Sports and Classic Car Auction,2004,alfa romeo,1971,gta 1300 junior,13200
The Monterey Sports and Classic Car Auction,2004,ferrari,1980,308 gtsi,27500
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1960,190sl roadster,24200
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1952,220a cabriolet,58300
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1971,280sl roadster,35200
The Monterey Sports and Classic Car Auction,2004,porsche,1953,356 pre a cabriolet,44000
The Monterey Sports and Classic Car Auction,2004,maserati,1971,4.7 litre ghibli spyder,125400
The Monterey Sports and Classic Car Auction,2004,porsche,1956,550a/1500 rs spyder,726000
The Monterey Sports and Classic Car Auction,2004,ferrari,1967,275 gtb/4,539000
The Monterey Sports and Classic Car Auction,2004,ferrari,1952,225 sport spyder vignale,995500
The Monterey Sports and Classic Car Auction,2004,ferrari,1966,330 gt 2+2,60500
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1960,300sl roadster,209000
The Monterey Sports and Classic Car Auction,2004,aston martin,1960,db4 series ii rhd coupe,75900
The Monterey Sports and Classic Car Auction,2004,ferrari,1953,166/250mm lightweight competition spyder,847000
The Monterey Sports and Classic Car Auction,2004,porsche,1959,356 a super cabriolet,65000
The Monterey Sports and Classic Car Auction,2004,ferrari,1985,288 gto,302500
The Monterey Sports and Classic Car Auction,2004,mercedes benz,1957,300sl gullwing,308000
The Monterey Sports and Classic Car Auction,2004,ferrari,1952,212 inter vignale coupe,308000
The Monterey Sports and Classic Car Auction,2004,ferrari,1969,lola t 70 mk iii coupe by franco sbarro,126500
The Monterey Sports and Classic Car Auction,2004,ferrari,1964,250 gt/l lusso,247500
The Monterey Sports and Classic Car Auction,2004,alfa romeo,1961,giulietta spider veloce,34100
The Monterey Sports and Classic Car Auction,2004,ferrari,1965,275 gtb coupe,341000
The Monterey Sports and Classic Car Auction,2004,porsche,1960,356 1600 super roadster,80300
The Monterey Sports and Classic Car Auction,2004,porsche,1962,356b super 90 coupe,30800
