Vente,VenteYear,marque,annee,modele,Price
Amelia Island,2013,mercedes benz,1958,300sl roadster,792000
Amelia Island,2013,aston martin,1966,db6 vantage,489500
Amelia Island,2013,porsche,1959,356a convertible d by drauz,170500
Amelia Island,2013,porsche,1959,356a 1600  speedster d  by drauz,159500
Amelia Island,2013,ferrari,1974,dino 246 gts,302500
Amelia Island,2013,mercedes benz,1965,220se cabriolet,82500
Amelia Island,2013,porsche,2005,carrera gt,357500
Amelia Island,2013,ferrari,1952,225 sport berlinetta  tuboscocca  by vignale,1237500
Amelia Island,2013,bmw,1941,327 sport cabriolet,247500
Amelia Island,2013,mercedes benz,1955,190sl roadster,220000
Amelia Island,2013,ferrari,1967,330 gtc,506000
Amelia Island,2013,ferrari,1965,275 gtb by scaglietti,1375000
Amelia Island,2013,porsche,2000,911 gt3 r,121000
Amelia Island,2013,porsche,1963,356b 1600 super 90 cabriolet by reutter,143000
Amelia Island,2013,mercedes benz,1971,280se 3.5 cabriolet,247500
Amelia Island,2013,maserati,1971,ghibli 4.9 ss coupe,151250
Amelia Island,2013,ferrari,1968,365 gt 2+2,115500
Amelia Island,2013,aston martin,2003,db ar1 by zagato,181500
