Vente,VenteYear,marque,annee,modele,Price
Monaco,2012,bmw,1956,isetta 300,21280
Monaco,2012,mercedes benz,1962,190sl roadster,92400
Monaco,2012,ferrari,2008,599 gtb fiorano,126000
Monaco,2012,ferrari,1999,550 maranello,56000
Monaco,2012,porsche,1973,911 carrera 2.7 rs touring,196000
Monaco,2012,ferrari,1971,365 gts/4 daytona spyder,1008000
Monaco,2012,ferrari,1963,250 gte,218400
Monaco,2012,ferrari,1984,512 bbi berlinetta,75040
Monaco,2012,ferrari,1958,250 gt coupe by pinin farina,246400
Monaco,2012,porsche,1956,356a/1500gs carrera,235200
Monaco,2012,alfa romeo,1959,giulietta ss alloy ‘low nose’ by carrozzeria bertone,151200
Monaco,2012,ferrari,1964,250 gt lusso berlinetta,750400
Monaco,2012,alfa romeo,1968,t33/2 ‘daytona’,1008000
Monaco,2012,aston martin,1965,db5 saloon,313600
Monaco,2012,alfa romeo,1931,6c 1750 gt cabriolet by carrozzeria castagna,336000
Monaco,2012,bmw,1973,3.0 csl coupe,53200
Monaco,2012,maserati,1968,ghibli coupe,117600
Monaco,2012,ferrari,1968,330 gts,851200
Monaco,2012,ferrari,1957,625 trc spider,5040000
Monaco,2012,ferrari,2000,f1 2000,806400
Monaco,2012,alfa romeo,1960,giulietta sprint zagato ‘coda tonda’,257600
Monaco,2012,ferrari,1961,250 gt series ii cabriolet by pinin farina,638400
Monaco,2012,mercedes benz,1934,200 w21 sonnenscheinlimousine,28000
Monaco,2012,mercedes benz,1936,540 k sport cabriolet a by sindelfingen,2324000
Monaco,2012,ferrari,1971,365 gtb/4 daytona berlinetta,252000
Monaco,2012,ferrari,1966,206 s dino spyder by carrozzeria sports cars,2520000
Monaco,2012,aston martin,1964,db5 saloon,358400
Monaco,2012,ferrari,1952,225 sport spyder ‘tuboscocca’ by carrozzeria vignale,2520000
Monaco,2012,ferrari,1980,512 berlinetta boxer,96320
Monaco,2012,alfa romeo,1953,1900 corto gara stradale by carrozzeria touring,240800
Monaco,2012,ferrari,1948,166 inter spyder corsa by carrozzeria fontana,1010000
Monaco,2012,alfa romeo,1958,giulietta sprint veloce zagato,414400
Monaco,2012,ferrari,1953,arno xi  racing hydroplane,868000
Monaco,2012,alfa romeo,1969,tipo 33/3 sports racer,1232000
Monaco,2012,porsche,1976,934 turbo rsr fia gr/4,476000
Monaco,2012,porsche,1957,356a 1600 speedster,173600
Monaco,2012,ferrari,2001,550 barchetta,128800
Monaco,2012,maserati,1979,merak ss,25200
Monaco,2012,ferrari,2006,fxx evoluzione,1338400
Monaco,2012,ferrari,1955,250 gt europa by carrozzeria pinin farina,582400
Monaco,2012,alfa romeo,1965,1600 giulia spider,33600
