Vente,VenteYear,marque,annee,modele,Price
Vintage Motor Cars at Amelia Island,2005,porsche,1973,911t c.i.s. coupe,22000
Vintage Motor Cars at Amelia Island,2005,mercedes benz,1970,280sl roadster,27500
Vintage Motor Cars at Amelia Island,2005,mercedes benz,1958,220s cabriolet,61600
Vintage Motor Cars at Amelia Island,2005,ferrari,1950,166 mm touring,1760000
Vintage Motor Cars at Amelia Island,2005,ferrari,1971,240 gt dino coupe,60500
Vintage Motor Cars at Amelia Island,2005,mercedes benz,1957,300sl gullwing,275000
Vintage Motor Cars at Amelia Island,2005,mercedes benz,1953,220a cabriolet,96800
Vintage Motor Cars at Amelia Island,2005,mercedes benz,1969,600 swb limousine,60500
Vintage Motor Cars at Amelia Island,2005,mercedes benz,1961,300sl roadster,330000
Vintage Motor Cars at Amelia Island,2005,ferrari,1976,308 gtb,46200
Vintage Motor Cars at Amelia Island,2005,mercedes benz,1934,500k cabriolet c,310200
Vintage Motor Cars at Amelia Island,2005,ferrari,1972,365 gtb/4 daytona competizione,1980000
Vintage Motor Cars at Amelia Island,2005,alfa romeo,1966,duetto roadster,15400
Vintage Motor Cars at Amelia Island,2005,porsche,1961,356 super 1600 cabriolet b,63800
