Vente,VenteYear,marque,annee,modele,Price
Sports & Classics of Monterey,2008,aston martin,,: world champions,173
Sports & Classics of Monterey,2008,ferrari,,showroom poster,230
Sports & Classics of Monterey,2008,ferrari,,showroom poster,374
Sports & Classics of Monterey,2008,mercedes benz,1966,600 swb limousine,60500
Sports & Classics of Monterey,2008,mercedes benz,1959,"220se ""pontoon"" cabriolet",121000
Sports & Classics of Monterey,2008,porsche,1962,356b t 6 roadster,170500
Sports & Classics of Monterey,2008,ferrari,1972,dino 246 gt,118250
Sports & Classics of Monterey,2008,ferrari,1990,308 gtb/huffaker imsa gtu racing car,137500
Sports & Classics of Monterey,2008,aston martin,1966,db6,123750
Sports & Classics of Monterey,2008,ferrari,1963,250 gt california spyder replica,214500
Sports & Classics of Monterey,2008,porsche,1967,912 soft window targa,35200
Sports & Classics of Monterey,2008,alfa romeo,1987,1987 mille miglia,345
Sports & Classics of Monterey,2008,mercedes benz,1956,220s cabriolet,66000
Sports & Classics of Monterey,2008,mercedes benz,1961,190sl roadster,63250
Sports & Classics of Monterey,2008,ferrari,1972,365 gtc/4,156750
Sports & Classics of Monterey,2008,ferrari,1965,330 gt 2+2,99000
Sports & Classics of Monterey,2008,ferrari,1970,dino 246 gt,143000
Sports & Classics of Monterey,2008,ferrari,1982,308 gtb race car,46750
Sports & Classics of Monterey,2008,alfa romeo,1952,1900c berlinetta by touring,96250
Sports & Classics of Monterey,2008,porsche,1958,356a 1600 super sunroof coupe,129250
Sports & Classics of Monterey,2008,ferrari,1973,dino 246 gt,154000
Sports & Classics of Monterey,2008,ferrari,1965,275 gtb/6c berlinetta,1012000
Sports & Classics of Monterey,2008,mercedes benz,1958,300sl roadster,528000
Sports & Classics of Monterey,2008,ferrari,1967,275 gtb/4 berlinetta,1925000
Sports & Classics of Monterey,2008,ferrari,1973,365 gtb/4 daytona spyder,1485000
Sports & Classics of Monterey,2008,ferrari,1964,250 gt/l berlinetta,770000
Sports & Classics of Monterey,2008,mercedes benz,1955,300sl coupe,852500
Sports & Classics of Monterey,2008,ferrari,1990,f40,753500
Sports & Classics of Monterey,2008,ferrari,1961,250 gt swb berlinetta,4510000
Sports & Classics of Monterey,2008,ferrari,1969,365 gtc,324500
Sports & Classics of Monterey,2008,porsche,1981,"935/78 ""moby dick"" race car",550000
Sports & Classics of Monterey,2008,ferrari,1961,400 superamerica coupe aerodinamica,1650000
Sports & Classics of Monterey,2008,aston martin,1961,db4,162250
Sports & Classics of Monterey,2008,ferrari,1953,212 inter coupe,742500
Sports & Classics of Monterey,2008,ferrari,1967,275 gtb/4 berlinetta,1375000
