Vente,VenteYear,marque,annee,modele,Price
Auburn Spring,2016,bmw,2001,325ci,5940
Auburn Spring,2016,mercedes benz,1986,420sel,3850
Auburn Spring,2016,mercedes benz,1994,e320,7150
Auburn Spring,2016,mercedes benz,1988,560sl,12375
Auburn Spring,2016,porsche,1960,cars and,144
Auburn Spring,2016,ferrari,,literature including three,230
Auburn Spring,2016,porsche,,factory racing posters,374
Auburn Spring,2016,porsche,,factory racing posters,460
Auburn Spring,2016,porsche,,factory racing posters,460
Auburn Spring,2016,alfa romeo,,,575
Auburn Spring,2016,mercedes benz,1986,560sel,1540
