Vente,VenteYear,marque,annee,modele,Price
Paris,2016,ferrari,1997,f1 046/2 engine 1997 no. 354,40950
Paris,2016,ferrari,1999,456m gta,61600
Paris,2016,ferrari,1989,testarossa,190400
Paris,2016,ferrari,1974,365 gt4 bb,400000
Paris,2016,mercedes benz,1957,300 sc coupe,498400
Paris,2016,aston martin,1966,db6,392000
Paris,2016,maserati,1965,mistral 3.7 coupe by frua,218400
Paris,2016,ferrari,1983,mondial qv,33600
Paris,2016,porsche,1992,911 carrera rs,140000
Paris,2016,ferrari,1988,328 gts,140000
Paris,2016,ferrari,1960,250 gt coupe by pinin farina,459200
Paris,2016,ferrari,2004,enzo,1568000
Paris,2016,porsche,1955,356 pre a speedster by reutter,341600
Paris,2016,ferrari,1997,f50,1275000
Paris,2016,porsche,1955,550 spyder by wendler,2744000
Paris,2016,ferrari,1989,f40,1036000
Paris,2016,mercedes benz,1970,280 se 3.5 coupe,170800
Paris,2016,bmw,1957,507 roadster series ii,2016000
Paris,2016,mercedes benz,1955,300 sl gullwing,1176000
Paris,2016,ferrari,1962,400 superamerica lwb coupe aerodinamico by pininfarina,2950000
Paris,2016,mercedes benz,1966,600 sedan,100800
Paris,2016,ferrari,1989,testarossa,126000
Paris,2016,mercedes benz,1961,190 sl,112000
Paris,2016,ferrari,1979,308 gtb  carter secco,112000
Paris,2016,mercedes benz,2004,slr mclaren,274400
