Vente,VenteYear,marque,annee,modele,Price
California,2015,porsche,,two generations of genius the men and their cars” original poster,144
California,2015,porsche,,black on black” factory authorized poster,144
California,2015,ferrari,,” original french movie poster,1380
California,2015,mercedes benz,1977,450sl,6050
California,2015,alfa romeo,1974,gtv 2000,33000
California,2015,alfa romeo,1967,1300 junior,19800
California,2015,alfa romeo,1979,spider,6050
California,2015,bmw,1990,m3,55000
California,2015,mercedes benz,1969,280sl,82000
California,2015,porsche,1972,911t,140250
California,2015,ferrari,2007,f430,93000
California,2015,aston martin,2002,db7 v12 vantage,34100
California,2015,ferrari,1983,mondial,26950
California,2015,porsche,1967,911,89100
California,2015,porsche,1961,356b 1600 s roadster by drauz,133750
California,2015,mercedes benz,1970,280sl,50600
California,2015,alfa romeo,1959,giulietta sprint,60500
California,2015,porsche,1988,"930 ""slantnose""",126500
California,2015,mercedes benz,1970,300sel 6.3,41800
California,2015,mercedes benz,1957,190  ponton,23100
California,2015,mercedes,1985,,3025
California,2015,mercedes benz,2006,cls500,11000
California,2015,alfa romeo,1966,1600  duetto,28875
California,2015,mercedes benz,1970,300sel 6.3,34650
California,2015,alfa romeo,1963,2600 spider,82500
