Vente,VenteYear,marque,annee,modele,Price
London,2019,maserati,,illuminated sign,1200
London,2019,ferrari,,illuminated sign,6000
London,2019,ferrari,,cavallino rampante  murano glass sculpture,5400
London,2019,porsche,,936 children s car,13800
London,2019,ferrari,,275 gtb tool kit,10800
London,2019,ferrari,,365 gtb/4 daytona 1:8 scale model,4800
London,2019,ferrari,,f40 1:8 scale model,12000
London,2019,bmw,1991,m3,57500
London,2019,porsche,2001,911 gt3 rs,172500
London,2019,porsche,2000,911 gt3,40250
London,2019,porsche,2018,911 gt3,115000
London,2019,porsche,1992,968 clubsport,47150
London,2019,mercedes benz,1988,560 sec,17250
London,2019,porsche,1989,911 turbo 3.3 targa,74750
London,2019,mercedes benz,1993,e36 amg,25300
London,2019,porsche,1961,356 b super 90 cabriolet by reutter,120750
London,2019,ferrari,1986,412,63250
London,2019,ferrari,1961,250 gte 2+2 series i by pininfarina,404375
London,2019,mercedes benz,2014,sls amg gt final edition,275000
London,2019,aston martin,1970,db6 mk 2,197500
London,2019,ferrari,2011,458 gt3,166750
London,2019,ferrari,,458 gt3 wheels and tyres,5400
London,2019,ferrari,2011,458 challenge,100625
London,2019,ferrari,,458 challenge wheels and tyres,5400
London,2019,ferrari,,488 challenge wheels and tyres,11400
London,2019,ferrari,,488 challenge seats,2100
London,2019,ferrari,2002,575m maranello,69000
London,2019,maserati,1976,khamsin by bertone,66125
London,2019,mercedes benz,2009,sl 65 amg black series,224250
London,2019,aston martin,1999,vantage le mans v600,207000
London,2019,bmw,1974,2002 turbo,94875
London,2019,mercedes benz,1992,300 ce 6.0 amg  hammer,207000
London,2019,ferrari,1973,dino 246 gt by scaglietti,432500
London,2019,maserati,1970,ghibli 4.7 spyder by ghia,398750
London,2019,bmw,1994,850 csi,184000
London,2019,mercedes benz,1991,560 sec amg 6.0  wide body,161000
London,2019,maserati,1961,3500 gt spider by vignale,410000
London,2019,ferrari,2018,california t 70th anniversary,286250
London,2019,maserati,1974,bora 4.7,126500
London,2019,aston martin,1958,db2/4 mk iii,120750
London,2019,porsche,1977,911 2.7  safari,54625
London,2019,mercedes benz,1995,e60 amg,138000
London,2019,porsche,1988,911 turbo 3.3 cabriolet,41400
London,2019,porsche,1965,356 c 1600 c coupe by karmann,46000
