Vente,VenteYear,marque,annee,modele,Price
Toronto International Spring Classic Car Auction,2006,mercedes benz,1993,300ce convertible,24289
Toronto International Spring Classic Car Auction,2006,mercedes benz,1985,380 se 4d,6741
Toronto International Spring Classic Car Auction,2006,mercedes benz,1981,380 convertible,12305
Toronto International Spring Classic Car Auction,2006,porsche,1982,924 2d,2675
Toronto International Spring Classic Car Auction,2006,mercedes benz,1988,300 e 4d,3424
Toronto International Spring Classic Car Auction,2006,mercedes benz,1988,560 sl convertible,19367
Toronto International Spring Classic Car Auction,2006,mercedes benz,2001,"c240 ""elegance""",15301
Toronto International Spring Classic Car Auction,2006,mercedes benz,1992,190 e 4d,4387
Toronto International Spring Classic Car Auction,2006,mercedes benz,1998,sl 600 convertible,57780
Toronto International Spring Classic Car Auction,2006,mercedes benz,1984,380 sl roadster,29960
Toronto International Spring Classic Car Auction,2006,mercedes benz,1960,220 se convertible,51895
Toronto International Spring Classic Car Auction,2006,porsche,1988,928 s4,27392
Toronto International Spring Classic Car Auction,2006,mercedes benz,1977,280 se 4d,2996
Toronto International Spring Classic Car Auction,2006,porsche,1987,911 carrera targa,19795
