Price,Immat,KM,Power,modele,marque,annee,couleurexterieure,interieur,couleurexterieure,typedepeinture,couleuroriginale,versionpays,interieur,carrosserie,portes,sieges,cylindree,transmission
25650,08/2011,137431,420,m3,bmw,2011,blanc,cuirbeige,blanc,,weiß,etats-unis,cuirbeige,berline,4,5,3.999cm³,boîtemanuelle
31490,07/2011,87805,420,m3,bmw,2011,blanc,cuirbrun,blanc,metallise,weiss,allemagne,cuirbrun,coupe,2,4,3.999cm³,boîteautomatique
48970,07/2016,21572,450,m3,bmw,2016,bleu,cuirautres,bleu,metallise,yasmarinablau,,cuirautres,berline,4,5,2.979cm³,boîteautomatique
51500,01/2017,44693,431,m3,bmw,2017,argent,cuirnoir,argent,metallise,zilver,,cuirnoir,berline,4,,2.979cm³,boîteautomatique
31990,07/2013,63800,420,m3,bmw,2013,blanc,cuir,blanc,metallise,weiß,,cuir,cabriolet,2,4,3.999cm³,boîteautomatique
32490,09/2011,95000,420,m3,bmw,2011,blanc,,blanc,,blanc,,,citadine,,,,boîteautomatique
34900,09/2010,65000,420,m3,bmw,2010,gris,,gris,metallise,,,,cabriolet,2,4,3.999cm³,boîteautomatique
38600,07/2014,143819,431,m3,bmw,2014,blanc,cuirnoir,blanc,metallise,mineral-weißmetallic,etats-unis,cuirnoir,berline,4,5,2.979cm³,boîteautomatique
39995,07/2014,94995,431,m3,bmw,2014,gris,cuirnoir,gris,metallise,,belgique,cuirnoir,berline,4,5,2.979cm³,boîteautomatique
39999,07/2014,81074,431,m3,bmw,2014,blanc,cuirpartielnoir,blanc,,alpinweiss3,allemagne,cuirpartielnoir,berline,4,5,2.979cm³,boîtemanuelle
39999,07/2017,32440,460,m3,bmw,2017,argent,cuirgris,argent,metallise,silberblaueffekt,,cuirgris,berline,4,5,2.979cm³,boîtemanuelle
44900,02/2012,130000,420,m3,bmw,2012,argent,cuirnoir,argent,metallise,frozensilvermatt,,cuirnoir,coupe,2,4,3.999cm³,boîteautomatique
44950,06/2010,56033,421,m3,bmw,2010,noir,cuirnoir,noir,metallise,donkerjerezzwartmetall,,cuirnoir,coupe,2,4,3.999cm³,boîteautomatique
46997,08/2012,69000,420,m3,bmw,2012,noir,cuirnoir,noir,metallise,jerezschwarzmetallic,,cuirnoir,coupe,2,4,3.999cm³,boîteautomatique
47450,02/2017,67023,431,m3,bmw,2017,noir,cuirnoir,noir,metallise,saphirschwarz,,cuirnoir,berline,4,5,2.979cm³,boîteautomatique
47950,07/2015,67790,431,m3,bmw,2015,gris,cuirpartielnoir,gris,metallise,mineralgraumetallic,allemagne,cuirpartielnoir,berline,4,5,2.979cm³,boîtemanuelle
49900,05/2012,21950,420,m3,bmw,2012,or,cuirbeige,or,metallise,jerezschwarz,belgique,cuirbeige,cabriolet,2,4,3.999cm³,boîteautomatique
53900,10/2016,16500,431,m3,bmw,2016,orange,tissunoir,orange,metallise,sakhirorangeiimetallic,allemagne,tissunoir,berline,4,5,2.979cm³,boîtemanuelle
54000,05/2018,10000,460,m3,bmw,2018,orange,cuirpartielnoir,orange,metallise,,italie,cuirpartielnoir,berline,4,5,2.979cm³,semi-automatique
55420,07/2017,25687,431,m3,bmw,2017,blanc,cuirpartielnoir,blanc,metallise,mineralweißmetallic,,cuirpartielnoir,berline,4,5,2.979cm³,boîteautomatique
56500,02/2018,25065,431,m3,bmw,2018,blanc,tissunoir,blanc,uni,bianco,,tissunoir,berline,4,5,2.979cm³,boîteautomatique
57949,03/2016,74212,432,m3,bmw,2016,blanc,cuirbrun,blanc,,lichtwitparelmoer,allemagne,cuirbrun,berline,4,5,2.979cm³,boîteautomatique
57950,03/2016,54146,432,m3,bmw,2016,noir,cuirnoir,noir,metallise,donkerzwart,,cuirnoir,berline,4,5,2.979cm³,boîteautomatique
58990,06/2016,28852,571,m3,bmw,2016,argent,cuirautres,argent,metallise,silverstoneiimetallic,allemagne,cuirautres,berline,4,4,2.979cm³,boîtemanuelle
62890,07/2018,9000,450,m3,bmw,2018,noir,cuirnoir,noir,metallise,black-saphire-met.,,cuirnoir,berline,4,5,2.979cm³,boîtemanuelle
