Price,Immat,KM,Power,modele,marque,annee,couleurexterieure,interieur,couleurexterieure,typedepeinture,couleuroriginale,versionpays,interieur,carrosserie,portes,sieges,cylindree,transmission
37950,02/2013,109097,450,rs4,audi,2013,noir,cuirnoir,noir,metallise,phantomblack,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
31900,09/2012,119000,450,rs4,audi,2012,blanc,cuirnoir,blanc,,,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
32950,06/2013,129846,450,rs4,audi,2013,noir,cuirnoir,noir,metallise,,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
33950,12/2012,126900,450,rs4,audi,2012,gris,cuirnoir,gris,metallise,daytonagrauperleffekt,allemagne,cuirnoir,break,4,5,4.163cm³,boîteautomatique
34950,11/2012,104000,450,rs4,audi,2012,noir,cuirnoir,noir,metallise,phantomzwartmetallic,belgique,cuirnoir,break,5,5,4.163cm³,boîteautomatique
43000,12/2014,75800,450,rs4,audi,2014,blanc,autresautres,blanc,,,,autresautres,break,5,5,4.163cm³,boîteautomatique
46900,03/2014,65300,450,rs4,audi,2014,blanc,,blanc,uni,biancopastello,,,break,5,5,4.163cm³,boîteautomatique
22000,11/2012,11000,420,rs4,audi,2012,blanc,,blanc,,,,,break,5,,,boîtemanuelle
26950,03/2013,189000,450,rs4,audi,2013,noir,cuirpartiel,noir,metallise,,,cuirpartiel,break,5,5,4.163cm³,boîteautomatique
26990,05/2013,193800,450,rs4,audi,2013,noir,alcantaranoir,noir,metallise,phantomschwarzperleffekt,allemagne,alcantaranoir,break,5,5,4.163cm³,boîteautomatique
27500,03/2013,187269,450,rs4,audi,2013,gris,alcantaranoir,gris,metallise,suzukagraumetallic,,alcantaranoir,break,4,5,4.163cm³,boîteautomatique
27800,10/2012,155000,450,rs4,audi,2012,noir,cuirnoir,noir,metallise,,italie,cuirnoir,break,4,5,,boîteautomatique
29870,11/2012,157411,450,rs4,audi,2012,noir,,noir,,,,,break,5,5,4.163cm³,boîteautomatique
31499,10/2013,160000,450,rs4,audi,2013,bleu,veloursnoir,bleu,metallise,,,veloursnoir,break,5,5,4.163cm³,boîteautomatique
31950,01/2013,193000,450,rs4,audi,2013,noir,cuirpartielnoir,noir,metallise,,,cuirpartielnoir,break,5,5,4.163cm³,boîteautomatique
32500,12/2012,118000,450,rs4,audi,2012,gris,cuirnoir,gris,metallise,,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
32950,06/2013,129846,450,rs4,audi,2013,noir,cuirnoir,noir,,,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
32950,12/2013,115950,450,rs4,audi,2013,noir,cuirnoir,noir,metallise,phantomschwarzperleffekt,,cuirnoir,break,4,5,4.163cm³,boîteautomatique
32990,11/2012,158960,450,rs4,audi,2012,gris,cuirnoir,gris,metallise,,belgique,cuirnoir,break,5,5,4.163cm³,boîteautomatique
33490,09/2014,124871,450,rs4,audi,2014,gris,cuirnoir,gris,metallise,daytonagrauperleffekt(lz7s),allemagne,cuirnoir,break,5,5,4.163cm³,boîteautomatique
33500,04/2013,158166,450,rs4,audi,2013,rouge,cuirnoir,rouge,metallise,,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
33900,10/2012,108000,450,rs4,audi,2012,noir,cuir,noir,metallise,phantomschwarzperleffekt,allemagne,cuir,break,4,,4.163cm³,boîteautomatique
33950,06/2013,107000,450,rs4,audi,2013,noir,cuirnoir,noir,metallise,phantomschwarzperleffekt,allemagne,cuirnoir,break,4,5,4.163cm³,boîteautomatique
34500,10/2013,139600,450,rs4,audi,2013,noir,alcantaranoir,noir,metallise,phantomschwarzperleffekt,,alcantaranoir,break,4,5,4.163cm³,boîteautomatique
34700,09/2013,111900,450,rs4,audi,2013,gris,cuirpartielnoir,gris,metallise,daytonagrauperleffekt,allemagne,cuirpartielnoir,break,4,5,4.163cm³,boîteautomatique
34900,06/2014,148000,450,rs4,audi,2014,gris,,gris,,,,,break,5,5,4.163cm³,boîteautomatique
34950,11/2012,104000,450,rs4,audi,2012,noir,cuirnoir,noir,metallise,phantomzwartmetallic,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
34950,03/2014,90820,450,rs4,audi,2014,gris,cuirnoir,gris,,,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
35500,04/2014,126000,450,rs4,audi,2014,bleu,cuir,bleu,metallise,,italie,cuir,break,5,6,4.163cm³,boîteautomatique
35800,03/2013,140000,450,rs4,audi,2013,noir,cuirnoir,noir,metallise,,italie,cuirnoir,break,5,5,4.163cm³,boîteautomatique
35900,10/2014,148000,450,rs4,audi,2014,blanc,,blanc,,,,,break,5,5,4.163cm³,boîteautomatique
35950,09/2012,143940,451,rs4,audi,2012,gris,,gris,,daytonagrauperleffekt,,,break,5,5,4.163cm³,boîteautomatique
36000,12/2014,100000,450,rs4,audi,2014,noir,cuirpartielnoir,noir,metallise,,,cuirpartielnoir,break,5,5,4.163cm³,boîteautomatique
36500,11/2013,188000,450,rs4,audi,2013,gris,cuirgris,gris,metallise,,,cuirgris,break,5,5,4.163cm³,boîteautomatique
36800,05/2014,140000,450,rs4,audi,2014,gris,,gris,,,,,break,5,5,4.163cm³,semi-automatique
36940,09/2014,115808,450,rs4,audi,2014,noir,cuirnoir,noir,metallise,mythosschwarz,allemagne,cuirnoir,break,5,5,4.163cm³,boîteautomatique
37390,05/2014,92678,450,rs4,audi,2014,noir,cuirnoir,noir,metallise,phantomschwarzperleffekt,allemagne,cuirnoir,break,4,5,4.163cm³,boîteautomatique
37500,12/2013,83000,450,rs4,audi,2013,bleu,,bleu,metallise,,,,break,5,5,4.163cm³,boîteautomatique
37950,02/2013,128000,451,rs4,audi,2013,noir,cuirpartiel,noir,metallise,phantomschwarzperleffekt,,cuirpartiel,break,5,5,4.163cm³,boîteautomatique
37950,02/2013,109097,450,rs4,audi,2013,noir,cuirnoir,noir,metallise,phantomblack,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
37990,02/2013,108000,450,rs4,audi,2013,gris,,gris,,gris,,,coupe,5,5,,boîteautomatique
38000,03/2013,122000,450,rs4,audi,2013,rouge,cuirblanc,rouge,,,italie,cuirblanc,break,5,5,4.163cm³,boîteautomatique
38500,05/2013,78000,450,rs4,audi,2013,brun,cuir,brun,,,,cuir,break,5,5,,
38500,09/2013,81000,450,rs4,audi,2013,argent,alcantaragris,argent,metallise,,italie,alcantaragris,break,5,5,,boîteautomatique
38900,10/2012,111316,451,rs4,audi,2012,blanc,cuirnoir,blanc,,wit,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
38900,10/2014,70970,450,rs4,audi,2014,noir,cuirpartielnoir,noir,metallise,nero,,cuirpartielnoir,break,5,5,4.163cm³,boîteautomatique
38900,12/2014,79900,450,rs4,audi,2014,noir,noir,noir,metallise,,italie,noir,break,5,5,4.163cm³,boîteautomatique
38995,10/2012,107200,450,rs4,audi,2012,gris,cuir,gris,metallise,,,cuir,break,5,,4.163cm³,boîteautomatique
39500,12/2012,64840,450,rs4,audi,2012,blanc,cuirnoir,blanc,,ibisweiß,,cuirnoir,break,4,5,4.163cm³,boîteautomatique
39500,01/2013,115000,450,rs4,audi,2013,blanc,alcantaranoir,blanc,,,,alcantaranoir,break,5,5,4.163cm³,boîteautomatique
39900,07/2014,123000,450,rs4,audi,2014,rouge,cuirnoir,rouge,,,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
39900,07/2014,123000,450,rs4,audi,2014,rouge,cuirnoir,rouge,,,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
39900,07/2014,123000,450,rs4,audi,2014,rouge,cuirnoir,rouge,,,,cuirnoir,break,5,5,4.163cm³,boîteautomatique
39900,09/2012,108000,450,rs4,audi,2012,blanc,,blanc,,,,,break,5,5,4.163cm³,boîtemanuelle
39900,01/2014,82900,450,rs4,audi,2014,gris,alcantaranoir,gris,metallise,daytonagrauperleffekt,allemagne,alcantaranoir,break,5,5,4.163cm³,boîteautomatique
39950,08/2013,117000,450,rs4,audi,2013,noir,,noir,,,,,break,5,5,4.163cm³,boîteautomatique
39999,02/2013,99999,450,rs4,audi,2013,gris,,gris,,,,,break,5,5,4.163cm³,semi-automatique
39999,09/2012,88191,450,rs4,audi,2012,noir,cuirnoir,noir,metallise,,belgique,cuirnoir,break,5,2,4.163cm³,boîteautomatique
40000,11/2012,85000,450,rs4,audi,2012,noir,,noir,metallise,,,,break,5,5,4.163cm³,semi-automatique
40000,10/2012,134000,450,rs4,audi,2012,noir,cuirnoir,noir,,,,cuirnoir,break,5,5,,
40980,06/2014,93776,450,rs4,audi,2014,noir,cuirpartielautres,noir,metallise,phantomschwarzperleffekt,,cuirpartielautres,break,5,5,4.163cm³,boîteautomatique
41149,08/2014,90000,450,rs4,audi,2014,noir,,noir,metallise,,,,break,5,5,4.163cm³,boîteautomatique
41854,12/2014,56559,450,rs4,audi,2014,gris,alcantaranoir,gris,metallise,daytonagrauperleffekt,allemagne,alcantaranoir,break,4,5,4.163cm³,boîteautomatique
41900,07/2014,91900,450,rs4,audi,2014,noir,cuirnoir,noir,metallise,,,cuirnoir,break,4,5,4.163cm³,boîteautomatique
41900,01/2013,140000,450,rs4,audi,2013,gris,,gris,metallise,,,,break,5,5,4.163cm³,boîteautomatique
