Price,Immat,KM,Power,modele,marque,annee,couleurexterieure,interieur,couleurexterieure,typedepeinture,couleuroriginale,versionpays,interieur,carrosserie,portes,sieges,cylindree,transmission
17990,02/2006,245773,420,rs4,audi,2006,bleu,cuir,bleu,,blau,,cuir,berline,4,5,4.163cm³,boîtemanuelle
19990,04/2007,226000,420,rs4,audi,2007,noir,cuirnoir,noir,metallise,,france,cuirnoir,break,5,5,4.163cm³,boîtemanuelle
22980,06/2006,136000,,rs4,audi,2006,gris,,gris,,gris,,,autres,4,5,,boîtemanuelle
23990,10/2006,99000,420,rs4,audi,2006,noir,cuirnoir,noir,metallise,,,cuirnoir,break,5,5,4.163cm³,boîtemanuelle
25990,03/2007,169900,420,rs4,audi,2007,gris,,gris,,,,,break,5,,,boîtemanuelle
30990,04/2007,113000,420,rs4,audi,2007,noir,cuir,noir,metallise,schwarz,,cuir,break,5,5,4.163cm³,boîtemanuelle
37990,02/2006,79000,420,rs4,audi,2006,rouge,cuirnoir,rouge,metallise,misanorotperleffekt,allemagne,cuirnoir,berline,4,5,4.163cm³,boîtemanuelle
49000,06/2006,85000,420,rs4,audi,2006,bleu,cuirblanc,bleu,metallise,,,cuirblanc,cabriolet,,,,boîtemanuelle
13500,07/2007,224669,420,rs4,audi,2007,argent,,argent,,,,,berline,,,,
14500,08/2008,200000,420,rs4,audi,2008,rouge,cuirnoir,rouge,,,allemagne,cuirnoir,berline,4,5,4.163cm³,boîtemanuelle
15000,06/2002,200000,379,rs4,audi,2002,noir,cuir,noir,,,,cuir,break,5,5,2.671cm³,boîtemanuelle
15000,06/2002,200000,381,rs4,audi,2002,noir,,noir,,,,,break,5,5,2.671cm³,boîtemanuelle
15000,04/2002,200000,379,rs4,audi,2002,noir,cuirnoir,noir,,,,cuirnoir,break,5,5,2.671cm³,boîtemanuelle
16400,12/2006,194200,420,rs4,audi,2006,blanc,,blanc,,,,,break,,,,
16500,05/2007,227000,420,rs4,audi,2007,gris,,gris,metallise,,,,break,5,5,4.163cm³,boîtemanuelle
17000,06/2007,180000,420,rs4,audi,2007,gris,,gris,,,,,break,5,5,4.163cm³,boîtemanuelle
17250,05/2006,198900,420,rs4,audi,2006,bleu,cuirnoir,bleu,metallise,mugelloblauperleffekt,,cuirnoir,berline,4,5,4.163cm³,boîtemanuelle
17500,02/2006,240170,420,rs4,audi,2006,gris,cuirpartielnoir,gris,metallise,,,cuirpartielnoir,break,5,5,4.163cm³,boîtemanuelle
17700,04/2006,196000,420,rs4,audi,2006,noir,,noir,,,,,berline,4,5,4.163cm³,boîtemanuelle
17800,06/2006,206000,420,rs4,audi,2006,gris,,gris,,,,,break,5,5,4.163cm³,boîtemanuelle
18900,12/2007,186000,420,rs4,audi,2007,noir,,noir,metallise,,,,break,5,5,4.163cm³,boîtemanuelle
